"BLCA.CN"	"BRCA.US"	"CLLE.ES"	"CMDI.UK"	"COAD.US"	"EOPC.DE"	"ESAD.UK"	"ESCA.CN"	"GACA.CN"	"GBM.US"	"KIRC.US"	"LAML.KR"	"LGG.US"	"LICA.FR"	"LINC.JP"	"LIRI.JP"	"LUSC.KR"	"LUSC.US"	"MALY.DE"	"NBL.US"	"ORCA.IN"	"OV.AU"	"OV.US"	"PACA.AU"	"PACA.CA"	"PAEN.AU"	"PBCA.DE"	"PRAD.CA"	"PRAD.UK"	"PRAD.US"	"READ.US"	"RECA.CN"	"RECA.EU"	"SKCM.US"	"STAD.US"	"THCA.SA"	"THCA.US"	"UCEC.US"
"ELF1"	6.44e-306	5.03125e-306	0.008527358868338	-1	4.6e-306	-0.511090691457182	-4.777993660377e-108	9.340939725887e-36	0.279126279013692	4.08447575053962e-34	1.90705347414831e-160	-2.43251027358474e-159	2.0498992572835e-41	2.854245905587e-46	7.44974151399567e-101	-4.47222222222222e-306	3.65872450928147e-273	4.75317482727785e-152	-7.47255879581806e-10	1	1.29065452856232e-33	-0.508441513312046	1.88461316220036e-14	-2.06457375160368e-84	-1.89576119958777e-43	-0.61698006984768	-1.95557987695538e-06	0.0181062376996244	-0.288295454484225	1.757403944542e-75	5.90275946399417e-48	0.0635076472760975	-6.98017273478595e-36	2.21759026991277e-197	9.1027017609584e-291	2.77586206896552e-306	8.7785634325515e-120	4.135345860058e-137
"ELK1"	1.56501604372711e-210	6.60495213007897e-218	0.0205597311285964	-1	8.08392671958454e-116	-0.0563235529269483	-5.0008389103225e-33	5.06242671433956e-17	-1	7.26347373255547e-08	1.10578202649765e-98	-1.18025604907546e-80	7.62274213371604e-14	2.75345707317716e-11	8.64202834894424e-75	-5.2757275949e-211	2.22086771700542e-210	6.097923167336e-51	0.853981137499089	-1	5.10710959694711e-22	0.0045231909938477	6.88927426298741e-10	-2.57152870633181e-24	-2.86465153564675e-15	-0.387981506502509	-2.52632573165412e-05	0.360828591775109	-0.715952885959769	2.32050457304374e-17	5.18846307904517e-17	0.71250407757279	-4.34112324315306e-22	1.79630681447398e-49	2.79652429344167e-63	2.77586206896552e-306	3.826522615615e-69	1.84991946043518e-20
"ELK4"	1.78858678437532e-181	1.42574107363753e-189	0.000318586781233661	-1	3.06345212997815e-89	-0.0194343848925233	-8.32004086249713e-22	3.52883787177807e-17	-1	1.24004107475309e-07	2.1353501675399e-53	-3.07627681296875e-48	7.94937173292205e-06	2.16073888882037e-08	8.62867671954286e-47	-4.2666881918898e-147	1.98802582502539e-137	8.65909422415525e-40	-0.0246166367510673	-1	1.29183166155298e-09	0.377347208359222	0.00180024962118958	-1.36247781164096e-18	-1.2750827172589e-09	-0.638776688496671	-0.00389734022265	0.303359721565385	-0.456109999116649	1.03654464119828e-12	7.01208623782763e-09	0.700481035337644	-1.32051669960112e-09	6.69993340620966e-32	2.22595794952137e-47	2.77586206896552e-306	8.90364968225526e-32	4.60328151671459e-13
"EP300"	2.06020047506819e-50	2.53430413927404e-21	0.00010375519775879	-1	0.00781987773764607	-0.851429338412314	-9.412916383472e-106	0.108104201816677	1	0.867249521425899	1.52232311202412e-07	-0.621425667266841	0.354231626390183	1.09613821150867e-10	6.54409766531843e-46	-0.347101330056013	2.571499474684e-19	0.0377945964869633	0.0124706465015762	-1	0.0185948010988563	3.82989480281164e-09	0.312895005706147	-4.81198411111667e-50	-1.2429477446631e-21	0.7130570246751	-0.0178177678840058	0.725780851425164	0.561213847231234	4.495957312665e-06	-0.522367410159554	0.829484052357363	1.71889416636246e-09	-6.4574633954136e-13	-0.14476958017578	2.41726559294794e-49	3.31138766274875e-08	-8.0846403648025e-05
"ESR1"	2.15946442878833e-07	1.49064093278921e-12	0.0127029076923258	1	1.02829712758079e-05	0.0563235529269483	-6.52134886062272e-19	0.204967489207677	-1	-0.993679995798981	0.0317786007940218	-4.12976703792416e-06	1.01587599790191e-06	1.49847998079996e-06	3.18530529958563e-05	-1.57307614581385e-08	0.00157171940811357	0.0942798122535231	-0.0134938831958547	-1	0.010645921463945	0.0313840561261758	0.17273212253141	-1.65570128019412e-11	-6.414603377805e-05	0.7130570246751	-0.506048016793745	0.694144172661811	0.715952885959769	0.132060291605284	-0.952815105232358	-1	9.1942657130977e-05	1.08180778507348e-09	0.00455751054577415	5.984947028074e-31	0.000901987681420551	0.198701818500648
"ESRRA"	4.89079426054126e-09	4.66907494104606e-07	-1	-1	1.27142612124175e-11	-1	-7.64252921181952e-06	0.0235946827926612	-1	0.270088003012235	2.48121302344056e-05	-0.000284437283595902	0.00271728353796442	0.0105601190154566	1.89274698758397e-05	-4.91562927667309e-05	0.00088037119429144	0.62171196330386	-0.110781473693806	-1	0.215124667434101	0.445430849239402	-1	-0.00025306038890695	-0.149783459201779	-1	-0.120065227326894	0.286623855138833	0.808749179870397	0.0737778172386664	0.0554376595592735	-1	0.621430213558719	0.662596221216639	0.000875130611100558	3.06351812694667e-06	0.243317206302703	0.268321031259303
"ETS1"	1.7007545652835e-287	5.03125e-306	5.09615138285615e-05	-1	4.6e-306	-0.00084531659147726	-3.75339001881667e-62	1.26833877171466e-25	0.999525740000417	2.71112838384663e-29	9.96454427397e-129	-3.0590347609787e-136	8.94492579994125e-42	1.72739581644237e-11	6.807560008528e-74	-4.47222222222222e-306	2.0125e-305	6.51852140818073e-168	-0.263356667501474	1	9.4316192951625e-30	-0.0805171730121211	1.483155970807e-13	-1.48261933815262e-51	-8.111860757542e-24	-0.147456912274145	-2.365678497228e-07	0.149902239504588	-0.517280074041818	2.82143077836356e-58	1.17724339798427e-71	0.543093538748469	-4.98295630962019e-43	4.99506103011228e-83	1.17231899246655e-244	2.77586206896552e-306	1.24078590058189e-99	2.35503742614339e-100
"EZH2"	3.31676386067819e-241	5.03125e-306	0.457329107693755	-1	4.6e-306	-1.4393578722397e-05	-1.32693005535888e-134	3.7413311431223e-67	0.779679609076156	7.10602713231845e-196	2.46892391079406e-211	-3.22e-305	1.3561594415929e-160	-0.866162903978	2.44915684144258e-56	-4.47222222222222e-306	1.97897618935545e-252	2.0125e-305	-2.57089679944212e-18	-1	4.4607786889232e-100	-7.8535485328559e-103	7.45356117029408e-14	-1.6212796067435e-142	-2.59112598320178e-39	-1.63524453136345e-12	-2.35715578259455e-16	0.0335967360849384	-0.000632480253814255	2.8478552955363e-190	8.05e-305	0.0635076472760975	-3.5434055096174e-124	3.22e-305	6.70833333333333e-306	2.77586206896552e-306	5.2298629155305e-91	1.61e-305
"FAM48A"	0.69581432316539	0.101592471610464	0.321834197587824	-1	-0.126377372343801	-0.3164940498881	0.0137398466422452	0.275216106322842	0.937223208230422	-1	0.25697700771792	-0.00147575250730433	0.444237102442627	-5.17678407984125e-27	0.000229437090837072	0.00118504385368709	-0.580345290031141	0.000488571267440553	0.265576569309351	-1	0.355089180958504	0.683143835912507	-1	-0.566955822210453	-0.68452236828286	0.466420860656567	0.736299648586083	-1	-0.835332052726067	0.110331735326539	0.897770462737346	-1	0.317253620173855	-0.569957409453773	0.688397172923063	-0.536361223984916	-1	0.503168920716834
"FOS"	2.89667090460484e-15	0.0481735137135047	0.16281468949797	-1	-7.53928928826328e-06	0.320240827300333	-2.36299662528656e-52	-0.357203898440667	0.956180609831569	-0.17055011264125	0.0779670417501452	7.95032192185161e-15	0.958899412117039	0.0120242145310283	2.97667662112463e-12	2.64442116789726e-19	0.000592154356441432	-1.44856513087812e-08	-0.562519300862066	-1	-0.876190123516028	2.28842148817689e-10	-0.670149333084394	-3.55975425745573e-33	-1.19279556424709e-08	-0.7130570246751	-0.000281232176266025	-0.553227485795218	0.824315583087077	-0.930536014211731	-0.0467041748685931	-1	4.38139832205425e-16	-1.19213940897567e-34	-5.5672521452425e-10	-0.995171039767	0.117380851336314	-4.35762904917402e-07
"FOSL1"	5.68888575504592e-14	1.52552495394353e-18	-0.919404988236993	-1	1.76225964548536e-05	0.587910942986308	-1.20174243698441e-16	0.344828862017526	-1	0.718112946547818	0.00140062208907368	-1.828821185296e-05	0.0227670808533479	1.14175462959866e-12	8.08157601561333e-05	-3.09917869869109e-26	2.38466327580414e-09	3.9507662113159e-06	-0.000825044323643566	-1	0.121886896280806	0.00105553655734598	0.155499208406035	-0.00343161896275524	-0.122988538173123	-0.93709235449369	-0.0220855593172965	0.390597763128794	-0.967017067011593	0.0519395598538889	0.0832874357823958	-1	0.986072701441	0.00630286199491287	5.90529849075118e-07	7.54223451643975e-24	5.51500580746615e-05	7.10394732424369e-05
"FOSL2"	4.31979152870037e-32	8.40178752614194e-17	0.0950579709873902	-1	0.343918375133909	0.19335200624698	-3.70916090941813e-52	0.551021049891876	1	0.459054300875031	1.04979472921017e-12	-0.240385114744757	0.0132386733139905	0.000513640516376766	1.69343577283753e-19	-0.104410759667733	5.35622351146057e-27	0.386015599040612	-0.000521985991542458	1	0.304804675978895	0.000114863206804047	0.362756276068649	-3.27988562683143e-19	-1.8027631642536e-07	0.548378635399	-0.140426655839056	-1	-0.959655242466022	7.57375744497853e-05	0.66229163570481	-1	5.52936425595441e-07	-0.13693483482142	-0.587459341922006	2.72449276369611e-20	0.00348989253606646	-0.00468974302283032
"FOXA1"	5.73729778525287e-09	8.23730981149454e-05	0.407046854019414	1	-1.09358124468606e-05	0.372685473525213	-2.79378811871014e-61	-0.383846572717255	0.982745842292541	-0.179781862022123	0.0302631714178277	0.000471517933096167	0.81620436652276	-0.175532706321444	2.01834710108431e-13	6.22146450681929e-22	1.06597995054961e-10	0.268964820416215	-0.0757414932113184	1	1	3.22521205415562e-05	-0.774914896963779	-1.09640693320231e-33	-1.31019173187845e-14	0.869444575469254	-0.374937003737333	0.472283579256028	0.0530826362756433	0.133933499795304	-0.182024525736375	-1	1.37288157179377e-13	-1.50075484392738e-12	-1.42746967725208e-05	0.269374112798973	0.166847843117734	-0.0136028959108383
"FOXA2"	0.000136725393729142	9.12819310362035e-05	0.813796237982051	-1	-0.0319565509540965	0.561092836397722	-3.1108606509158e-39	0.753137389146781	-1	-0.947594860489301	0.00102059138377834	6.28569238773415e-05	0.526092843414263	-0.38906930753712	2.95155606261587e-11	3.4713815295468e-13	7.36700552414141e-06	0.27393091256272	-0.0995130431757718	1	1	0.954985003466386	0.980315217556868	-8.41504962874309e-22	-6.49154494636455e-06	1	-0.0421189740020505	0.322548046364796	0.2316252716491	-0.4288518417155	-0.160941505425468	-1	1.44902444390774e-06	-7.92604344888566e-06	-0.1133432295345	-0.224333913955115	0.307103540636524	-0.782992942039
"FOXM1"	3.93189539369882e-67	8.30410161673418e-84	0.400378777192959	-1	1.20272029806625e-50	1	-8.11530899892013e-41	3.67098361688369e-10	-0.88602641135092	0.00865438198800141	1.09134469336877e-23	-4.01578049740875e-08	0.0973413467719746	8.0953393237137e-14	4.32847943442462e-18	-1.31578645824627e-43	1.31404321910596e-45	4.24601913848e-21	1.74413232819786e-06	-1	7.68802950707366e-06	0.539333505631114	3.41468808379352e-06	-3.64183839984475e-48	-4.68390410304e-17	-1	-0.00489407443691127	0.154627558426763	-0.715952885959769	3.24775191159646e-05	1.96868951877981e-08	0.9764118609035	-0.0559780819715651	0.000102204417858301	8.15779616831431e-43	2.71599445631012e-116	1.31983033564071e-19	1.97489654391702e-14
"FOXP2"	5.74860354761326e-161	5.3453296781584e-181	0.02007588922199	-1	2.80612727200529e-232	-0.456392839179167	-9.35376012322413e-40	7.18983086501638e-17	0.779679609076156	2.99617942278066e-13	6.0833744210007e-56	-2.82274889326597e-111	8.69813916336289e-24	1.64630274632379e-21	7.07385221355474e-67	-3.29372227770974e-233	3.53082791936751e-165	2.26947337695014e-56	-6.10382718195425e-08	0.997952330886215	1.30780532632031e-23	2.24041829399214e-05	0.012880173145035	-3.57198245386624e-24	-1.05087562310593e-19	-0.534635036900364	-0.0137791630461382	0.9116438153773	1	1.17670657259414e-19	9.64274964644158e-45	0.94016878612182	-1.19993581688441e-12	4.73276420040327e-34	1.06027077034931e-125	2.77586206896552e-306	9.42601344318229e-38	1.25857277891606e-22
"GABPA"	2.14679837839937e-302	5.03125e-306	0.00364412027183965	-1	4.6e-306	-0.111017316545339	-5.89709945392322e-86	1.15059894415079e-27	0.55655459518687	1.518034151795e-34	6.8134073827057e-190	-2.24267609140975e-156	1.78810390752728e-41	4.44248086019442e-48	4.10458459719308e-89	-4.47222222222222e-306	1.12430453108952e-304	1.89985325319915e-111	-6.79145616526825e-15	1	1.9004005027823e-23	-0.168553364741876	1.70650701626761e-07	-3.70842460749425e-68	-1.72977217050423e-27	-0.215545246419767	-5.693311321215e-07	1.39548002775347e-07	-0.910787137812824	1.51630672695503e-56	5.998682404197e-85	0.0040980477957209	-1.22768715500594e-21	2.74014943625811e-145	1.56996607810619e-282	2.77586206896552e-306	9.9544992115212e-101	3.82709571003433e-79
"GATA1"	1.10945953290161e-55	1.05721269964564e-55	0.089483769805255	-1	4.35960289940071e-28	-0.652361940786677	-1.69662614760991e-65	0.00758848351190195	0.3860728283557	0.0400786301025495	2.51301210227691e-23	-0.00371094223948	0.00188773941532441	1.40233648407792e-21	4.71658540693866e-22	-4.08673879629371e-45	4.93557372320461e-48	5.8119109200075e-19	-0.00167048687994359	1	0.00491160118550302	0.262783361576127	0.0725804725516598	-6.80403295153313e-34	-3.33627309990042e-06	-0.61698006984768	-0.00900277217270635	0.118668105579505	-0.326103164514784	2.85145240375507e-11	4.07593793896761e-10	0.532885212134905	-0.0465723144428533	5.22465087242724e-05	1.97577778962773e-28	1.4726741026483e-96	1.14886895777864e-10	1.50179108277821e-21
"GATA2"	8.00423627547398e-18	2.14458471102273e-17	0.0338387588008615	1	0.00760876158942284	-0.855977338180077	-3.79560568521207e-56	0.722488644971893	0.937223208230422	0.718112946547818	1.915255989738e-08	0.000695053676251703	0.476812435737763	0.158577453673085	8.22763311283099e-11	0.187051057881425	0.0377755566955634	0.00129645870494	-0.430553093400944	-1	0.0375750147677897	0.906489020392301	0.00158219030580945	-5.38560800043394e-30	-1.46864198701755e-07	-0.2708993068362	-0.0914691753087798	-0.998626302246803	0.698176528549691	0.000340166450397318	0.0985850093945008	0.536978980479346	0.00434237626425733	-0.010388574227741	5.07352124605212e-07	1.99018666464912e-06	0.000773013291964088	1.29580998628234e-06
"GATA3"	1.09514383165406e-07	8.70764826921231e-10	0.0256472966292186	-1	-2.6363971067452e-05	0.372685473525213	-5.23014068026927e-21	-0.486420955817222	0.982745842292541	-0.296428030811908	0.0678403498402724	0.279448076369595	-0.851420291972309	-5.23230886869906e-12	1.17045988388834e-08	4.62520614063687e-22	0.534434132076	0.389028018987405	0.00156822568166574	0.997952330886215	0.143532259969339	0.00156526157388739	-0.402543903284895	-7.5009120071725e-16	-1.07265963067553e-05	-0.761332569349333	-0.0843418830641964	0.286623855138833	0.159811879527067	0.0808795253143527	-0.788890348593107	-1	3.17714806268533e-06	-2.93073243744382e-18	-0.00042034776379163	0.0392882564843664	0.310072446095338	-0.00428772256892734
"GRp20"	7.90507192611375e-23	1.91343419556953e-12	-1	-1	2.10936444676009e-12	-0.398539598546895	-5.56892567834215e-08	0.0079126224366	-1	-1	4.67252673106188e-10	-5.73517652272158e-10	0.416506730657977	0.219180208640497	0.00218059084856762	-5.2229070028678e-28	6.57437321558905e-45	1.39771340039169e-08	-0.281703171896331	-1	3.24856089119872e-06	0.0142277548075625	0.17273212253141	-0.0107792404862893	-0.434477970123091	0.856926030631867	-0.436022268099407	0.0253185677223308	0.824315583087077	0.3203015750303	0.00331009818314899	-1	-0.00123194496098415	5.6240102747892e-09	7.26566204966e-08	2.32350134944879e-83	0.00490222018251641	-0.872982290642
"GTF2B"	1.52966638494886e-79	6.90987360712744e-85	0.0144438351843748	-1	1.24270033057244e-22	0.965019195588	-2.85352596653091e-12	5.27966564829513e-08	0.937223208230422	0.0221075113014067	3.3951805875925e-24	-4.56803360058675e-22	1.7390526138326e-10	0.371472143428597	2.99899118693788e-31	-3.06334159901079e-61	2.07003074229016e-135	8.36882744798393e-27	-0.129637863609146	-1	0.00739071189911587	0.551416912640737	9.72477043787454e-11	-1.55056657431474e-06	-0.00199731864943632	-0.867381932420413	-0.108823355857905	0.575913350591133	0.997044261505629	0.130009191554368	0.00168568441934757	0.543093538748469	-4.07543140987387e-08	0.0333471793459613	6.59004860005404e-21	7.3873161616e-89	1.52261863595061e-14	3.28394497261957e-08
"GTF2F1"	1.7961180151565e-229	8.36775628955e-252	0.089483769805255	-1	1.51419344224504e-156	-0.19335200624698	-3.96325292191123e-51	8.39282129483933e-27	1	4.33008662507571e-12	3.65963064611577e-61	-1.15091635177322e-63	9.95188965718e-19	1.22992400758578e-05	1.7379838225128e-55	-7.4053106943424e-172	1.1398172661476e-181	2.01643244068512e-54	-0.00130570918208332	1	8.30896179161674e-16	0.652750362079567	5.38756666292621e-05	-4.8278493234888e-45	-1.87776743477005e-13	-0.441727162755707	-8.1119895974516e-07	0.105501720608783	-0.5022747892841	7.42547681571977e-24	9.30727645342429e-22	-1	-1.38439465411789e-07	2.2658840448199e-37	1.04714303550038e-110	2.77586206896552e-306	1.07827375892502e-42	2.13447072387202e-47
"GTF3C2"	-0.832968392096094	-0.0584018428271609	-0.428411103029883	-1	-0.0271358647748	-1	-3.76679595862475e-10	-0.584754909574356	-1	-0.247315074399316	-0.643288403885129	-0.00115307404158842	-0.0369472128996075	1.24338167037883e-19	0.0576020051168845	-0.0160501067161604	0.63183209739679	-0.000894562054811208	-0.318644455701892	-1	-1	2.254043090339e-07	-0.802802018931429	0.0923032143222	0.0736987057127803	-0.716962721284692	0.392056067327209	-1	-0.508518871565535	-0.231120900116167	-1	-1	0.000780400324500922	-3.79827759637442e-08	-4.71305642211976e-06	-0.563009602666135	-0.210269368173667	-7.48284261298892e-07
"HDAC1"	6.44e-306	5.03125e-306	0.00871841597352056	-1	4.6e-306	-0.02941006565686	-1.44443893227584e-81	9.97341651707e-36	0.999525740000417	5.9714537234961e-48	1.46363636363636e-305	-1.530784444875e-171	6.55300023498245e-61	3.92039790837301e-10	8.68131778230769e-88	-4.47222222222222e-306	2.99501059130616e-232	1.80294292965212e-240	1.15522228731847e-05	1	2.116864207198e-47	-8.86325136910422e-20	1.44963153003882e-17	-5.58146108324082e-105	-6.68560078312933e-28	-0.0016450760339144	-7.19797762746e-09	0.005457585067571	-0.623552701925208	3.559369454134e-131	1.56419153145733e-106	0.855092251208914	-4.98295630962019e-43	4.270393785161e-125	6.70833333333333e-306	2.77586206896552e-306	3.525316271799e-135	5.88727880079088e-194
"HDAC2"	7.60193489205e-112	8.45524461688824e-88	0.450404408762785	1	1.8976584638935e-113	-0.652361940786677	-1.80960245140111e-65	1.82599674435208e-08	0.88602641135092	2.40808740136326e-10	9.58930232046839e-107	-5.80818209779143e-55	2.67606642977438e-11	3.83894079275e-17	4.89380527720808e-44	-8.22372701241863e-86	4.00909732146767e-76	1.08555951667389e-29	-0.106239554242429	1	9.7419431797695e-19	-0.528116957450923	1.59888185410457e-06	-2.69978294512714e-39	-6.37721593996667e-12	0.903672026272627	-0.0001177244562109	0.24484464832679	1	1.38824530595667e-24	3.2682420272215e-26	-1	-0.0041097729197623	4.9303117725925e-12	8.193763039735e-74	2.77586206896552e-306	4.59889830790886e-42	7.77782263411149e-17
"HDAC6"	2.05506767525118e-29	3.55006352318687e-53	-1	-1	2.04317430403183e-34	-0.311425833894382	-4.37761982487319e-09	0.000174526319209929	-1	1.23107590106534e-07	4.58061976798184e-16	-1.03194250457375e-14	2.056954477508e-16	0.128265826685122	2.03944364660194e-06	-4.74657002188883e-50	9.83737939506441e-10	4.55034368653892e-24	5.37607847780092e-22	-1	0.00144419149667934	-0.000280362596517915	0.0141909336455145	-9.00467487913785e-13	-0.0426844927960117	-0.0907263755297667	-0.39360440771745	0.0106828162761548	-1	0.000483313652126148	4.35190994579645e-05	-1	-2.78526904144914e-05	6.01975880706603e-19	3.75959116348824e-47	4.24974032655436e-77	5.22731314449441e-23	5.78310941211013e-15
"HDAC8"	2.87136949487471e-15	2.62289473674708e-23	0.813796237982051	-1	7.5700052965985e-23	-0.817977621756983	-5.96831223519803e-09	0.00100810944971093	-1	1.70631921260662e-05	2.17167909265254e-07	-0.000823834294076744	0.1663096456915	0.0249689942707545	0.114470894568737	-6.64735217622132e-31	3.43303180073382e-23	8.4719486548125e-24	-0.144991042649278	-1	0.138609733307699	-0.944167065286263	-1	-1.35655094665421e-10	-0.0833408968108063	-0.331494158881143	-0.0462809184000071	0.0280864031281485	-0.824315583087077	2.30239910460143e-05	0.178401115015278	-1	-0.0502894361212056	9.53526246024882e-23	1.31434566630838e-26	7.80289061712687e-45	1.01335223948087e-12	1.33445007209914e-10
"HMGN3"	6.44e-306	5.03125e-306	0.351683810497409	-1	4.6e-306	-0.058369026095529	-1.67049247199573e-70	2.79941034340748e-32	0.937223208230422	8.78315664886692e-33	2.22841974022006e-236	-2.0894302585569e-230	4.80683447277967e-47	8.26268674187923e-48	2.85192554098362e-128	-4.47222222222222e-306	7.00855714139389e-179	1.40304388911079e-158	-0.00115110320562246	1	2.62916325087541e-43	-0.569139648462888	0.00111314297253803	-1.46159047727988e-57	-3.37659348774748e-30	-1	-0.000167563131942757	0.022579628696814	-0.931239522079891	1.3653501110751e-50	3.27905127125882e-100	0.896498826309193	-2.03436177805252e-66	3.1936716973378e-138	6.70833333333333e-306	2.77586206896552e-306	1.72974298567933e-138	3.0358704524701e-102
"HNF4A"	3.31196967435067e-09	3.1540563106675e-19	0.457329107693755	-1	1.74823444597187e-12	0.948132844729261	-5.62338059808944e-35	0.0335490899553145	0.273832321136189	0.009596589847964	6.11949749949528e-26	-5.75709326262948e-10	0.0119483483993164	0.00226365558295812	1.01906612638517e-16	-9.55957844931876e-05	1.10412988651798e-19	0.000727479376937137	-7.34503085118133e-10	1	9.25528306357697e-07	-0.648817652855167	0.00678178433463308	-2.11009832548955e-23	-1.35792246197415e-09	-0.515798807735203	-0.500285233168047	0.460195074320944	0.715952885959769	1.56988257245974e-06	0.00169529377029385	-1	2.33633710757576e-07	6.21625031826054e-12	1.71909189376261e-10	8.34284778495647e-25	0.00761244378872421	3.99496091801947e-08
"HNF4G"	1.98008866114883e-12	6.70138534432584e-16	-1	-1	9.69796142651302e-09	0.320240827300333	-1.00342852613659e-31	0.00224794483278	0.8736559915685	0.000164800043569964	4.32523663941654e-15	-1.69773161255727e-06	0.0233614999690254	0.115492274096033	3.560789159515e-17	-0.0250201586129226	2.16275089369792e-14	0.00497720078856105	-3.8338581812154e-09	1	0.00546514257184916	-0.736855305468868	0.00585955676171289	-1.08272321014114e-24	-3.15384402745189e-06	-0.7130570246751	-0.158655110864698	0.0228944904445222	0.997044261505629	0.0437525463590656	0.0438752489287	-1	0.00286849732211433	3.07317045583718e-14	1.67219675016719e-06	3.67437613058431e-30	1.09099870139585e-08	8.46039992771087e-07
"HSF1"	0.115746801896841	0.716421195705337	0.723345720692055	-1	0.415824065626561	-0.421275889849544	-1.72113286133356e-05	0.146252124284944	-1	-0.476114266741962	0.349277021559421	-3.55870089291621e-05	-1	0.11232314338582	1.47669882847906e-06	-0.0597951250068872	1.34956757065147e-16	-0.374548773058748	-0.826629646267968	-1	0.282069509508206	8.7190802097966e-05	-0.706737363043493	0.949313658241	0.664625458107244	-0.867381932420413	-0.368365338652372	0.31119813545975	-1	-1	0.836496604961752	-1	-0.598363499938014	-0.0149852202092895	-0.000822855345466875	6.56576416618575e-06	-1	-0.0605289986436852
"IKZF1"	0.833923225971	0.459128939924577	0.836672634084358	1	-0.215653195691013	1	-3.32865840676406e-16	0.338221502387585	0.982745842292541	-0.520642091319888	-0.413347799026955	0.000160162001982033	-0.0227670808533479	0.15437156254215	0.00269535847442182	0.880889983628	-0.994365571906438	-0.764002584096194	0.0157834301332386	1	-1	0.0105885719600421	0.664948809127589	-1.42354917315576e-09	-0.0002394542363458	0.858900984420725	-0.572212109340375	0.191767073849836	0.770440185350394	-0.934426105120726	0.282030688896568	-1	0.00149277402766625	0.993706169887	-0.961933974522	-0.886091047580975	0.46969827281328	0.411660941069047
"IRF1"	1.6183076947363e-232	5.7319046281805e-212	0.468471391708375	-1	2.0894314177205e-158	-0.419012610903205	-2.50400467361975e-56	2.92630730587357e-16	1	4.79763576181878e-05	1.01781270091114e-62	-4.48435671469625e-84	3.1663800548464e-20	2.07594596412955e-41	2.94743389444368e-109	-1.48720583824041e-281	2.19983981711582e-297	1.84437789508179e-57	-3.32506737139827e-07	-1	2.48495574439946e-07	7.8147626141284e-08	1.01035691676243e-09	-1.02901418807787e-27	-1.90279777219423e-20	-0.398493715210818	-0.0396880075067221	0.133598596376167	-0.931239522079891	6.24714809413692e-19	3.25389082899618e-19	0.915963711474988	-1.43456614630625e-26	4.53302388512242e-30	6.74297318935667e-66	2.77586206896552e-306	4.48107498455289e-60	7.79184629641556e-24
"IRF3"	9.95006373023346e-13	2.13937911801101e-10	0.085504503708825	-1	0.0100006226506874	0.774708364463574	-0.000330416229284474	0.0079126224366	-1	-0.198138911231414	0.00140062208907368	-7.3686156250067e-11	0.830226113106762	0.002109719138604	6.36894936576193e-10	-1.07529194061969e-28	7.716646538566e-121	0.00122657406473777	-0.49123031993671	-1	0.160717893889896	1.0890665814567e-09	0.00549243983921225	-0.0831180870752364	-0.184134575033291	0.7130570246751	-0.736299648586083	-1	-0.879487232015	0.0428741654058177	0.437089166292779	-1	-0.0919323001485798	0.113666155020324	0.0382572123339681	5.31010162541086e-20	0.2002992760641	-0.0239412271501328
"IRF4"	1.36405944859342e-22	6.64272285077754e-17	0.0170303745208227	-1	0.0214946848486899	0.785041632151315	-2.5861445398127e-20	0.000801810376154485	0.8736559915685	0.404359948251882	7.50707907359414e-11	-0.917106033362	0.164519506510823	0.0181653368250375	2.28704324680629e-05	-2.93908275372976e-12	2.75402294328838e-17	1.25922286873352e-08	0.00216172261615686	-1	0.0715553609265517	0.0654733276999383	0.0002600415797361	-4.42172713819933e-17	-0.000411554853524862	0.869444575469254	-0.004012254359146	-0.430540518524667	-0.584601309119143	0.0244086319586142	0.730843842652752	0.778589659906333	0.250083031561339	0.0115638394968425	1.41965304791026e-09	7.28110999381024e-21	0.000880972148445722	0.00343568520180439
"JUNB"	1.10558427825614e-19	2.46202565235036e-27	0.95412028909575	-1	2.30846070972222e-05	-0.489924000040267	-3.66531408012198e-25	0.3609607858323	0.8067921242902	0.983045098414409	1.65324101999058e-07	0.0568312371345801	0.0307067849978	2.68193769064483e-07	0.00218059084856762	-9.02339404049496e-12	2.92901158160123e-13	0.00346243626947167	-0.0537425142693282	-1	0.138511226087902	0.551416912640737	0.491047439257754	-8.55382875877557e-08	-0.00639168216138295	-0.697579252037325	-0.0287816383463692	-0.575913350591133	1	0.0127392372988235	0.635245096358166	-1	0.080357772248675	0.425828840110118	0.037708031940414	5.54320759376417e-10	2.05360482866817e-05	0.00151978094310294
"JUN"	2.09625236987372e-12	2.95803171585963e-07	0.975829376927476	-1	0.75912760336175	0.915731736488316	-2.0743225849736e-52	-0.656402256920134	0.914788547422077	0.384233894171694	3.74385230847953e-05	1.5930193520315e-08	0.592271989598333	-0.60782469438049	1.17045988388834e-08	0.000322786077411705	1.63175120503392e-08	0.603639936508994	0.861773498570811	-1	0.548683120758324	0.0110482030424628	0.512789473653333	-1.26079053990754e-18	-3.51816630037734e-07	-0.8944005696769	-0.001119147475194	-0.580487883932322	0.854345580657505	0.0304942397956631	0.912976956142465	-1	2.66656655321525e-05	-4.5017783453136e-06	-0.21221490514732	0.0343598583011166	0.240493465186496	-0.526011032871441
