"BLCA.CN"	"BRCA.US"	"CLLE.ES"	"CMDI.UK"	"COAD.US"	"EOPC.DE"	"ESAD.UK"	"ESCA.CN"	"GACA.CN"	"GBM.US"	"KIRC.US"	"LAML.KR"	"LGG.US"	"LICA.FR"	"LINC.JP"	"LIRI.JP"	"LUSC.KR"	"LUSC.US"	"MALY.DE"	"NBL.US"	"ORCA.IN"	"OV.AU"	"OV.US"	"PACA.AU"	"PACA.CA"	"PAEN.AU"	"PBCA.DE"	"PRAD.CA"	"PRAD.UK"	"PRAD.US"	"READ.US"	"RECA.CN"	"RECA.EU"	"SKCM.US"	"STAD.US"	"THCA.SA"	"THCA.US"	"UCEC.US"
"JUND"	1.59686412423989e-93	1.175173724235e-105	0.353614484085753	-1	1.62418094520102e-53	0.774708364463574	-3.21390459922117e-114	4.61825923201779e-05	1	9.7424863508975e-10	1.19692103843352e-51	-2.36218948599225e-06	2.18521197798488e-06	8.09182639818194e-05	2.73800984684222e-37	-2.47170663514048e-41	1.25049042660996e-76	3.99669671325918e-31	-6.12915693510717e-06	0.997952330886215	1.60638231037348e-11	0.017563492117644	0.365160648383205	-4.6193171654333e-59	-5.58129885839114e-20	-0.387981506502509	-0.000111933681160016	0.19212546060225	0.926916550354211	3.15006463022444e-13	8.66998032992675e-08	-1	0.0815282191491389	1.666722944782e-21	5.14027601840439e-34	1.03772351947639e-111	7.02653257545537e-17	8.66037218107413e-17
"KAP1"	8.55171163979341e-60	6.37122311425623e-136	0.105900078602289	-1	6.14946962570726e-103	-0.250348955786896	-3.52647203142038e-57	2.495858606041e-09	0.0359193659652917	4.04878845047778e-08	2.8939029620568e-31	-0.000175081596446678	0.000617068635196255	2.01135903457537e-13	0.0302503192462288	-4.70238066830615e-56	1.0302278895928e-30	1.21391367212775e-55	-1.7290074715942e-11	0.997952330886215	1.78125791970921e-07	-2.090168777809e-13	4.07933346823326e-08	-2.00412854963323e-64	-2.50164694011298e-15	-0.2708993068362	-0.00667894709200945	1.51777854200507e-05	-0.997044261505629	2.07777156758691e-12	1.07270703734548e-39	0.700481035337644	-0.0135459192670079	8.82187437021333e-33	5.40513016944091e-85	5.79163437424196e-89	2.16395844422732e-20	1.61e-305
"KDM5A"	9.14544793616825e-182	4.72243117944962e-168	0.813796237982051	-1	2.0985443605663e-129	-0.0423044652789527	-2.3478298640743e-14	3.70088988490912e-13	-1	1.7461770334404e-11	3.0266857042646e-81	-1.98570141847823e-28	3.4105376613218e-11	-0.000704533884796248	5.54377905106252e-13	-4.09904727795338e-99	2.6001687596625e-155	3.80820120604e-36	-1.06143477874045e-06	-1	3.15487650814412e-05	-2.56882617870587e-06	0.000114451868901063	-7.79234200260014e-28	-0.00098292591873	-0.2708993068362	-0.000535206045449793	0.134972283430044	-0.926410470076463	2.11455993463188e-24	5.64818764592623e-17	0.085688151586576	-3.812668227998e-14	2.41108621484343e-54	1.3313530206315e-79	2.77586206896552e-306	9.15753248509167e-64	8.16797619862e-69
"KDM5B"	6.44e-306	5.03125e-306	0.132937458226544	-1	4.6e-306	-0.00295597477570069	-1.59573131492017e-84	2.523643000951e-49	1	2.59137715227144e-52	3.89839151738925e-292	-9.71385973550946e-200	8.48881291529775e-64	4.43624021027194e-12	8.90720727819533e-145	-4.47222222222222e-306	2.0125e-305	3.44904877759805e-229	-0.519517618517128	-1	9.58124660316688e-45	-2.397462987577e-06	1.55693043150429e-10	-3.3058979657858e-74	-2.92869606856333e-33	-0.0256094216418218	-3.09506126739091e-07	0.00125720749664183	-0.351213824820075	2.593623857732e-94	2.12322886272184e-94	0.65064277152018	-4.118620767703e-58	9.5431377145272e-120	6.70833333333333e-306	2.77586206896552e-306	3.3796896596722e-200	9.07700911560625e-136
"MAFF"	0.00127044466244743	4.78937945120288e-06	0.5195558516036	-1	0.747778167052044	0.372685473525213	-1.91973293912167e-10	0.0750782030442156	-1	0.4430342935102	0.02758415154433	7.34954904930915e-08	0.931286835775179	-1.63057198705183e-09	0.000544684202623664	0.00206874823203511	0.0510310318452363	0.00246393971036554	-0.482591065484063	1	0.942418278742041	-0.912248313210591	0.357799615483531	-3.80806307363263e-13	-0.00208070733750667	-0.7130570246751	-0.0362836340415723	-1	-0.824315583087077	-0.817759782650085	0.00892532675245982	-1	9.08147778010965e-05	-0.151267877583569	-0.866366518393338	-0.79155965803551	0.240493465186496	1.52880352870065e-05
"MAFK"	1.37407046822211e-09	2.7176323759815e-05	0.0170303745208227	-1	-0.712298037537835	0.846332273703803	-1.18324607847212e-10	0.236089596962962	0.721045619819	-0.947594860489301	0.0141326120247803	1.18727559161681e-07	0.840282551820818	-3.03203585846e-12	2.56159066753684e-05	2.25910739704173e-10	0.486385175292441	0.010002614390245	0.224994963089817	-1	-1	-0.748721404065143	0.592779994376757	-1.37436045760525e-11	-0.000101560115329964	-0.867381932420413	-0.00049490188291575	0.8694134624595	0.922254592582925	0.227632501575985	0.175715542229976	-1	2.95418956806567e-07	-9.71088598387833e-07	-0.134397732667631	-0.26085242423436	0.693877585078591	0.553045258736902
"MAX"	6.44e-306	5.03125e-306	0.00521589991285725	1	4.6e-306	-0.09652978701634	-2.81851358626285e-213	5.29299952831222e-49	0.279126279013692	1.39232598155266e-109	1.46363636363636e-305	-7.05929904168533e-208	4.4017082119346e-76	1.57474111423352e-56	3.40794491804007e-81	-4.47222222222222e-306	1.28550742799554e-291	3.20330667364447e-250	-2.58882810923847e-20	1	6.556645543602e-65	-0.00399057405688861	5.80546403995911e-11	-1.48444729472043e-156	-3.87484704166962e-50	-0.0106026851360605	-7.80066081776847e-09	0.107365616021174	-0.122873333011507	7.73780497595175e-105	8.92418111456009e-134	0.698852313733596	-4.1205099626698e-24	4.543916188959e-211	6.70833333333333e-306	2.77586206896552e-306	1.7443871552114e-144	1.13885254177883e-298
"MAZ"	6.44e-306	5.03125e-306	0.00101396303137627	-1	4.6e-306	-0.817977621756983	-8.21220731692288e-143	1.75727309550718e-37	-1	6.25524211025784e-34	1.47599676815341e-184	-2.44176333930783e-273	2.86753892700823e-35	2.9036174030542e-137	1.9976490437017e-157	-4.47222222222222e-306	1.905653511454e-230	3.022136375008e-144	-0.853981137499089	1	3.753842989687e-49	0.0110482030424628	1.53373830134119e-05	-1.18445505632611e-94	-1.947289567032e-42	-0.0602530908042665	-1.23422666427561e-05	0.005457585067571	-0.824315583087077	6.9478450876184e-62	2.43774752703684e-61	0.536978980479346	-1.08701193890665e-30	2.49695876799385e-115	2.71071469159115e-276	2.77586206896552e-306	1.85742508712886e-117	3.451065694995e-107
"MBD4"	1.27889323018418e-32	1.92855452855409e-59	-1	-1	1.65469388198207e-12	-0.887815107278389	-7.04410388115867e-26	3.93219902197212e-06	0.13648334342724	0.000764458050128077	1.80891689465835e-20	-0.000440686738304848	0.0031921752412834	-9.41619534563349e-05	2.18589794931807e-21	-0.00193705821701246	4.95035694591274e-21	3.8531406790087e-10	-0.136118311992702	-1	0.000336632385155763	-0.0001644345909706	0.25874764124782	-4.04277077159146e-18	-7.08912883913083e-05	-0.0867264379156	-0.435139746102531	0.564003213854595	-0.931239522079891	8.18596090715395e-07	0.181647904355819	0.700481035337644	-0.2294022290225	1.74416035956408e-15	2.96594400727119e-11	4.92622010623808e-24	1.2453892049445e-13	9.44807771720925e-15
"MEF2A"	9.75629175061732e-15	8.76129221150167e-07	0.813796237982051	-1	0.000508406669938731	0.243786783981934	-2.80763363009443e-16	0.866701825613007	-1	0.843313248297476	0.00793440913076209	-0.014568921681695	0.423335689265053	3.6560207314575e-07	1.6871361086811e-13	-8.66232442153085e-09	5.92192573875448e-11	0.0013355523907714	4.65671693879e-07	-1	-0.592913836570702	0.000323624474554733	0.155499208406035	-1.16288177195914e-09	-9.83554621215813e-05	-0.728481580452316	-0.00100292147289767	0.618150754151508	0.997044261505629	0.930536014211731	-0.635245096358166	0.7822595371313	-0.694661017659645	-0.719939896727764	0.00525623783182073	9.44685483702385e-08	4.95468115129041e-05	0.575817511624284
"MEF2C"	0.000187789153845261	1.21408029892111e-09	0.19205668857769	-1	0.00223482769997295	0.774708364463574	-3.54583665716734e-08	0.462576483443112	-1	-0.994426101624253	0.00942441232519526	-0.00533345551264914	0.043941951108219	0.00371778334606525	2.32946658539459e-08	-5.37269526691992e-12	7.93027837951053e-07	0.00325117856731901	2.33081999799133e-11	-1	-1	0.00485732757336587	0.00349498397496341	-0.000112602755737419	-0.00593375545022282	-0.424792135675649	-0.436022268099407	-1	0.7829532384753	0.294492332905309	0.883574138913381	0.673653653726455	-0.227413262514032	-0.971817218824887	0.0481586225449821	1.51974022865915e-16	3.84442683482068e-06	-0.670680363052396
"MTA3"	1.25664092692793e-102	4.04121940417417e-140	3.2705600473371e-08	-1	9.87529777145333e-75	-0.431210465723938	-9.09461141214592e-43	3.06738129220169e-14	-1	1.9056278885478e-06	1.64063324910623e-25	-4.89750924699546e-15	0.0002314606374871	-0.801624060354547	4.96883019680327e-10	-2.81603600796836e-90	8.58529370495143e-40	5.54152255885094e-53	1.68632005170825e-65	-1	7.25031387245667e-08	-0.000801227205582555	1.26916442087419e-07	-1.01290002153858e-33	-9.21214574674035e-08	-0.869444575469254	-0.0110115346238709	0.125860946791247	-0.809758369868568	5.68024494805455e-08	9.92803635668899e-06	0.822283911568	-0.00174365860859842	2.72151294713519e-17	2.3494084848045e-69	2.18452700372098e-138	1.97820264870077e-14	2.1779695905842e-38
"MXI1"	6.44e-306	5.03125e-306	0.180261309538148	1	4.6e-306	-0.69443619246659	-6.42244534338209e-128	1.23099994561512e-34	0.850796579554158	5.545948043883e-45	6.889610875609e-183	-1.32395851396089e-183	6.18734827107704e-41	5.03802718850172e-35	8.28134058651958e-139	-4.47222222222222e-306	2.6549185343198e-298	1.57019622330254e-152	0.476853878182916	1	7.41224723654613e-46	-0.0171439312445189	1.65186900832231e-08	-3.5273965008535e-110	-2.60511214664662e-40	-0.030196329319695	-6.69242463013445e-11	0.00180848114073235	-0.564856248919667	2.19387280805245e-77	4.016209339947e-77	0.65064277152018	-5.02609794266829e-16	1.24866829181084e-72	1.45621023965586e-262	2.77586206896552e-306	4.91858888649947e-125	7.2955567313972e-128
"MYBL2"	2.15945514686892e-133	7.10205875145333e-129	0.04418367409435	-1	1.80277348374248e-62	0.837115756157893	-4.7133663916178e-60	1.20875078236738e-15	0.433687987775788	0.000216416951413209	5.60480286928667e-45	-1.20305341014237e-22	3.41394383540681e-07	1.65006539615663e-05	1.11348766081784e-46	-3.14044594594733e-61	6.76311524702981e-111	2.31764827752698e-43	-1.505805302365e-05	-1	3.81310185145418e-06	-0.26765069004625	3.9128671930525e-06	-5.31767294365109e-44	-3.28715053979038e-16	-0.236224176212769	-0.123423189812679	0.144638451615	-1	2.07777156758691e-12	0.000199372226389663	-1	-0.174068973972207	5.628734234545e-21	4.47311261242827e-37	9.67290373719153e-188	4.41664254249489e-38	2.13167843678067e-21
"MYC"	6.44e-306	5.03125e-306	0.00229033890438304	-1	4.6e-306	-0.0819945336293382	-1.09320185283073e-229	1.15416726422614e-35	1	2.74317679661637e-85	1.46363636363636e-305	-4.396446272988e-198	2.91587475646989e-77	2.5433763598789e-49	5.47705702327181e-84	-4.47222222222222e-306	6.2486522425435e-291	1.38538522667354e-256	-2.85377243406882e-22	1	4.124541073112e-60	-0.000217817737824569	1.06720955402031e-11	-1.02539588758577e-165	-4.4670068615774e-66	-0.0454301226117016	-3.7073259271125e-11	0.00070200712620535	-0.824315583087077	1.0026213328628e-122	2.3424743811175e-94	0.47325783381675	-9.857003163105e-14	5.6302654845598e-249	6.70833333333333e-306	2.77586206896552e-306	9.24738174851018e-144	1.63457161381267e-288
"NANOG"	0.0659621191545316	0.0387951910190779	-1	-1	0.112045551599771	-0.851429338412314	-0.431075148677	0.615550107975714	0.937223208230422	-0.587357042705326	0.975734539684818	-0.0449954146387683	-0.888282813579327	-0.553733876218627	0.000875013911321083	-0.104410759667733	0.0640345239749857	0.776056233666	-0.497016020072418	-1	0.371350044192441	0.002132669161035	0.0891569792936881	-0.0839580577484329	-0.138170006059619	0.466420860656567	-0.227130965873366	-1	0.824315583087077	-0.395293993312787	0.345039329708552	-1	0.508400117119295	-0.986222754298556	0.581940580138338	0.000117250839587493	0.404676459899638	-0.0857451882574613
"NFATC1"	1.42318776924491e-59	2.71189370451479e-59	2.0497866616115e-05	1	5.82274743669e-21	0.3164940498881	-6.84987090247568e-36	1.10089004392382e-05	-1	0.340315306953772	4.22149185216867e-14	-0.354736315568182	0.007815794157785	0.0201391481356725	3.99690282040616e-07	-4.71057294751349e-67	9.44589292917278e-51	1.92833461405106e-24	3.01934531491483e-42	-1	0.000138931887433484	-0.0390430547054571	1.91426222767564e-08	-3.85744604034349e-24	-0.0426844927960117	-0.867381932420413	-0.0232441865548667	0.455902189344594	1	7.10692261901918e-07	0.00621803065344432	0.795672207990333	-0.12107833914616	1.32959017359501e-06	2.30947978007942e-31	1.17619922255004e-35	1.93431285182396e-08	4.23799369947487e-16
"NFE2"	8.8576600431385e-07	0.00137302698225531	-0.782119823600206	-1	0.201305913271832	-1	-0.00546645362305455	0.262149916601258	-1	-0.872381091489497	0.318190969134987	-0.0199988805377535	0.260452705830369	0.00533276998101148	0.0151681046518576	-0.00102763845800295	9.25019701276022e-05	0.75499422197183	-0.224994963089817	-1	-1	0.043543232650302	0.223001467290642	-0.0315713732735699	-0.0532176791632777	-0.778006072394412	-0.0812011421844	-1	-1	0.113437626012025	0.437845774395635	-1	0.379106725453737	0.222615298828952	0.343483922274116	3.7286584755747e-09	0.000930784205606555	-0.669431135368614
"NFIC"	1.59921515861165e-46	5.39678222119083e-76	0.32480031607686	-1	3.41296144046375e-30	1	-1.3448949343218e-76	1.581606148008e-05	0.982745842292541	0.0231048983283933	1.45362312468348e-20	-0.411101722134329	0.197908544260273	3.08163738670733e-05	5.49236230395514e-28	-7.37208872370042e-19	3.30316184689564e-45	3.03367741912402e-16	3.0015316706418e-05	1	0.00118725522299271	0.6516498552805	1.82810464625497e-05	-6.69297210991405e-56	-7.08958770949825e-15	-0.0965217624686	-0.00125919245564043	0.0173192627993948	-0.824315583087077	5.67475162697014e-09	0.00163584068720196	1	0.173126893903717	0.0152688197295649	7.17881922147559e-18	2.95641134508101e-48	3.14482133164938e-18	6.08470382817267e-10
"NFYA"	5.72251632208351e-74	1.40534578930942e-49	0.1522443680373	-1	7.904488365186e-13	0.320240827300333	-1.591495289888e-18	0.216208005584484	1	0.18375420112	4.43952106768333e-11	-3.67750172224847e-30	0.000667803870792237	5.34323222587854e-20	1.27507656311233e-42	-2.59392318763321e-73	7.716646538566e-121	8.16876616968638e-07	-5.29594939937135e-06	-1	0.0240098961018737	1.80430069877167e-13	0.0287966056906535	-0.00637726312031824	-4.2757114250532e-06	0.856926030631867	-0.0320841213518	-0.778980766077366	-0.38042838480962	5.44265164746484e-06	0.006567168822865	-1	-5.16455585525295e-06	0.00190376436124797	0.0351458896702617	3.2649664424475e-105	2.4688273604715e-11	0.142323193853309
"NFYB"	1.118726458262e-41	1.06767172486283e-33	0.180261309538148	-1	6.59697010126231e-06	0.173202586891958	-1.2951641950852e-21	0.104194761665869	-1	0.718112946547818	2.8612140530935e-07	-0.00039204175249321	0.000361159550912473	1.48677182458677e-24	2.87067005827583e-38	-5.76762582956187e-84	9.46350740118169e-60	7.45251255134851e-05	-5.23529983987843e-06	-1	0.023724567263154	1.19497197857513e-19	0.0560966414582133	-0.000261796011003979	-0.00156697388057056	0.869444575469254	-0.0400230588291771	-1	-0.997044261505629	0.0340730063140293	0.120097914391023	-1	-0.842029551277419	-0.022859930271417	0.0648813228853856	1.13921732843381e-73	4.11582386408712e-10	-0.14520657841145
"NR2C2"	1.1188968289872e-41	2.30188802774613e-79	-0.746917664957496	-1	3.53421230270146e-39	-0.525351079417775	-1.96798801802839e-17	5.70314931609667e-19	0.781416737475818	0.00326099952797537	4.53231145035165e-31	-1.84150247312382e-13	3.34651836738859e-07	2.17342994763916e-08	4.37752006753537e-31	-1.70092901700983e-108	1.17428189166209e-106	5.21567249091e-23	-8.83123419368077e-05	1	0.00148452520767371	-0.801387006617785	0.007626800361005	-2.29731651006318e-16	-0.000892063921528177	-0.728481580452316	-0.614634900738993	0.34684642917183	-0.538724153569311	0.00180364179319586	6.7873119056372e-09	0.65064277152018	-4.6367613389522e-05	9.45283184148e-34	5.10751073609865e-27	9.79660537036909e-155	4.63605149198459e-20	6.75942897877761e-21
"NR2F2"	9.54936083605e-51	1.90255356626271e-55	-1	-1	1.96896139234624e-17	0.595431270947874	-1.97891071842505e-32	0.067637274890255	0.982745842292541	0.406168382260484	2.45093830569e-18	-3.36489390008375e-06	0.167000041450961	4.99963944895778e-12	4.92114973875626e-08	-3.13342792301133e-39	1.47089756484025e-25	1.75731677036529e-11	-0.0286426224960867	1	0.0023329851698401	-0.956005948606245	0.893667138710169	-2.85639676155304e-18	-6.85610334443741e-05	-0.683222060443282	-0.151156479599234	-1	1	0.000710246135562716	2.8554813763875e-05	0.795672207990333	-0.407500076490682	1.41631135599845e-17	1.8242992533775e-31	9.17418525327889e-49	5.87757057919744e-16	3.83530395581639e-14
"NR3C1"	3.43309920993966e-19	1.41979102361587e-35	0.0055124826776425	1	7.81738126406054e-60	0.970708034452252	-5.894981431937e-47	0.0823356017827398	1	0.127493501305202	1.85524351586342e-28	-5.25140804238878e-20	1.5073346220287e-06	1.82123187473878e-14	3.76382023845364e-25	-5.14163682483086e-53	3.01361020567587e-23	1.16212013734052e-10	-1.31745936536966e-09	1	9.7479755000775e-08	5.03402318408949e-06	-1	-2.69034352733e-24	-6.59336262888617e-05	0.867381932420413	-0.174290981036631	0.763977756136434	0.835332052726067	4.52561788561941e-05	3.78677617743185e-08	-1	0.460030990595533	1.73897442391811e-18	1.62797629153856e-16	1.7253184607393e-201	7.82751424773667e-17	5.38824034114e-07
"NRF1"	1.99584266320118e-50	6.70717952675494e-66	0.500596292624412	-1	1.41031388913643e-105	1	-5.0753199790808e-20	1.85230993005378e-08	1	3.48934614258738e-05	2.85511553409583e-29	-2.19022123628318e-69	7.43920715769942e-14	2.40828788748368e-22	3.27043040246731e-65	-7.35698608706429e-178	8.63615339762539e-171	1.28450276586284e-25	-0.00327031598023455	-1	9.31624786046373e-06	4.00675437601629e-08	0.0302070002791186	-1.11230932953154e-08	-5.12108644907167e-08	0.858900984420725	-0.10500071089538	0.00625362218830192	0.859242924066125	0.000100929444099602	6.37988606980968e-16	-1	-2.39927331869511e-14	1.74416035956408e-15	3.90722574992776e-62	2.77586206896552e-306	2.6109623725569e-21	5.6803816420008e-07
"PAX5"	1.40117382194503e-198	3.0926860247395e-185	0.00487113984818663	-1	2.50926169243703e-247	-0.430477360696688	-9.29999774525915e-55	5.43252855194e-17	-1	3.082561637575e-19	4.71409368245083e-67	-4.05892060108419e-72	1.07796038846137e-18	8.78419611384808e-35	8.69249122402387e-38	-9.69193837866275e-238	3.26123356629961e-118	3.33293464719217e-67	-0.0877881300324	0.997952330886215	3.61066456859277e-15	0.205861225891155	6.079022692764e-08	-5.07022750463542e-46	-7.43267546396156e-13	-0.38771711582402	-0.000646569684423483	0.34684642917183	-0.715952885959769	1.71795057952185e-18	3.16087385490083e-33	0.6913679635555	-5.6061201297962e-13	3.24386452768393e-54	9.24675191913375e-141	2.77586206896552e-306	2.6056778884342e-64	1.76914420572914e-40
"PBX3"	2.21846696302352e-07	7.279778468214e-20	0.150656896552849	-1	2.22444456113294e-06	0.19335200624698	-1.21133203658145e-16	0.000464092779988683	0.999525740000417	0.992717596208213	7.45876303240727e-11	-1.26233432747362e-09	0.00760372348170198	5.54016914384405e-10	7.72180290645209e-11	-1.64509953420925e-48	1.12584125808875e-45	9.90490496665772e-08	0.00442513352474876	-1	0.0957856655590471	1.6132546058782e-06	1.09969706908054e-06	-0.000264762894530676	-0.00512687895123969	-0.989787972653275	-0.230224012412385	-1	-0.801356617155111	0.00260261713366875	0.000620417190463357	-1	-0.492682802526833	9.352956937766e-08	0.00102869865869222	1.60586662059101e-18	0.00233814796394721	0.111026418065267
"PHF8"	6.44e-306	5.03125e-306	0.0146485658687627	-1	4.6e-306	-8.22897667551633e-05	-2.28911740173846e-125	1.90200481507155e-57	1	2.2475837196148e-83	1.46363636363636e-305	-3.22e-305	7.3999833878985e-124	7.59271484753106e-45	2.1033836239346e-209	-4.47222222222222e-306	2.0125e-305	2.0125e-305	-1.47774125681966e-10	1	1.75297951441812e-66	-0.00047715575316959	6.60661372719385e-10	-1.05661267515694e-105	-3.18233785936733e-50	-0.391822833305556	-2.365678497228e-07	8.4533465221415e-05	-0.0998873567378313	5.37230443522267e-177	2.33547842832255e-187	0.532885212134905	-4.5327953821367e-98	3.8764250045355e-182	6.70833333333333e-306	2.77586206896552e-306	1.6590110269404e-243	7.3766874680562e-210
"PML"	6.44e-306	5.03125e-306	1.95703526482193e-06	-1	1.40210669924461e-276	-0.0563235529269483	-1.26373242123233e-102	2.8860380329365e-32	-1	2.959417711299e-13	1.84465764541076e-128	-7.429864264445e-76	1.77549266582491e-31	1.16255018542956e-12	8.37664273754583e-92	-4.47222222222222e-306	8.69878203728606e-273	1.87540277338061e-120	4.94277885129867e-14	-1	1.58618303754716e-27	-0.0518070149398133	1.53460799793793e-05	-2.26003288278008e-71	-1.43786416700656e-23	-0.2708993068362	-8.11776919673781e-09	0.00625362218830192	-0.824315583087077	4.09620097128227e-59	2.34080660822343e-45	0.74289143519797	-5.75892809610382e-21	6.4317207077314e-52	9.97555973256111e-183	2.77586206896552e-306	1.10352735659923e-99	4.38784591692067e-90
"POLR2A"	6.44e-306	5.03125e-306	1.3131933929737e-19	4.3348840743313e-11	4.6e-306	-1.8034500420804e-10	-1.61e-304	2.4530478295547e-196	1.09230277236535e-05	1.61e-304	1.46363636363636e-305	-3.22e-305	1.61e-304	0.654192313542474	4.847225879118e-185	-4.47222222222222e-306	2.0125e-305	2.0125e-305	0.013275083251318	0.0137559749803875	2.6461147412875e-233	-1.61e-304	1.8175549754985e-100	-1.61e-304	-7.8845464102398e-222	-2.2659872543882e-23	-4.0180824940606e-54	6.7403772498118e-26	-4.2399200460141e-10	1.61e-304	8.05e-305	0.00109392452831165	-1.46689181146858e-173	3.22e-305	6.70833333333333e-306	2.77586206896552e-306	1.61e-304	1.61e-305
"POLR3G"	-0.670860186366777	-0.585085743567234	-1	-1	-0.201829151796393	-0.896250928850136	-0.0336861966870154	-1	-1	-0.520642091319888	-1	-0.00170769996892289	-0.715080572646755	0.669912548398318	-0.418253887172888	0.0918076403132893	0.534434132076	-0.156245572721815	-0.531936052980571	-1	0.463267495936	2.2262299807816e-05	-1	0.0242416366583073	-0.781181800876006	-1	-0.425106443338303	0.0235185626813716	-1	-1	-0.344401010029158	-1	0.306221498673457	-0.0334114234419	-7.47607154132667e-05	3.17324525782362e-05	-1	-0.0030164685052382
"POU2F2"	3.19134751189403e-250	7.411623819056e-251	5.09615138285615e-05	-1	9.24148768109833e-188	-0.372685473525213	-2.91461076086281e-56	2.46965955148466e-19	-1	8.95506810896526e-21	5.06500077712576e-99	-8.29784528065564e-49	4.36362133095854e-20	1.75495351244534e-05	3.29710401757e-39	-7.39096995324681e-193	6.10748782848289e-176	1.6166736280975e-58	1.33944388980096e-26	1	4.4640436041769e-10	-0.0374269469991258	8.785814565122e-11	-2.46115121059697e-60	-4.21116996219953e-24	-0.858588209844255	-0.00017476713449776	0.000116365618114509	-0.623552701925208	3.05018541186592e-30	2.18725642591373e-21	0.47325783381675	-7.11308668043465e-15	1.26423905987114e-38	1.2776330420609e-100	2.77586206896552e-306	7.56839163369732e-47	2.85327455829544e-47
"POU5F1"	0.496982699721561	0.820266054088	0.17366238472937	-1	-0.115670100722159	-1	-0.178362509207189	-0.341880792058132	0.878371398549021	0.893060620513609	-0.393611768761327	0.860635763407748	-1	-0.217903452250507	0.00647844790221673	0.76661506430635	-0.578448989174632	0.268964820416215	0.3670465410306	-1	0.288632020874909	0.0503588264392706	-1	0.949313658241	-0.464323847699194	0.869444575469254	0.832397048906899	-1	-1	-0.435538877027076	-0.635245096358166	-1	0.39410576287344	-0.00582260525622449	-0.0356246423452845	-0.436767001090829	-0.305070422583596	-0.0233012118954569
"PPARGC1A"	0.0123037216317497	1.32073593574269e-07	0.180524565884203	-1	0.000337464817946287	0.964935801086672	-1.26485223331108e-05	0.0699432083190215	-1	0.164076201647577	0.0443151701060979	-0.000602716992990386	0.128491460388638	0.00563986911487146	2.91576428617224e-05	-4.91562927667309e-05	1.40675305914472e-11	1.2153100527559e-11	-0.810756865459936	-1	0.350212140242948	-0.375785867145136	0.0549962266778952	-4.93967410744809e-05	-0.0377855297026874	0.856926030631867	-0.0542419040068396	0.06764599788394	0.8664284662628	0.0257382435263256	0.536754179780993	-1	-0.0266842117821538	0.0102848480809905	0.00188683490457579	5.0634742015888e-29	0.156156057097833	0.000342755574769336
"PRDM1"	0.045913543577519	-0.129961897012794	0.841189744659833	-1	-0.0166576949792167	0.766407437219941	-0.000119958365251853	0.796758964396086	0.933583760342463	-1	-0.208792728877959	0.159647231762745	-0.715411815301167	0.10380600176257	0.0505999343297727	0.0298104962117952	-0.35988202208182	-0.521822879523636	0.0137161057728022	-1	-1	0.0510556161942835	0.59871267231346	-0.0264863645176974	-0.113299115181966	-0.93709235449369	-0.40935361844305	-1	-0.824315583087077	-1	-0.206089700991838	-1	0.0652968144998198	-0.0008418008377359	-0.00779146287214167	0.821518004753449	-0.767588200524103	-0.0002544328050432
"RAD21"	1.47090762248267e-80	1.99553205098129e-181	0.0231536632955308	1	6.8963655733385e-215	-0.447206594111695	-7.76726624939781e-81	9.31456391445491e-14	0.591560668101073	4.81252757750148e-31	3.29255275716691e-58	-6.09741448092e-61	5.78584247941e-18	0.00364601732819	4.65379206626009e-09	-1.19647978907205e-62	6.51934053498177e-64	5.0001177142938e-123	-2.3180805532063e-09	0.997952330886215	1.12718303298953e-27	-0.00018278333131224	7.01955592515049e-07	-6.84757052008155e-88	-8.92685890662741e-30	-0.095033638674548	-8.094164439345e-12	0.00317973425669167	-0.499578814660513	4.989196399005e-22	4.31511852943907e-30	1	-1.1629256076246e-06	1.62178381287484e-139	6.8632588112875e-266	1.16202718722264e-276	6.75995111153133e-29	3.26853931975039e-125
"RBBP5"	6.44e-306	5.03125e-306	0.0055124826776425	-1	4.6e-306	-4.04562536270153e-05	-2.0258582447132e-150	8.6128996133705e-78	-1	1.69988895152913e-128	1.46363636363636e-305	-3.22e-305	1.02512108620892e-104	3.64912383665171e-36	1.06308607633433e-180	-4.47222222222222e-306	2.0125e-305	2.0125e-305	-0.000550820853807284	-1	5.800628351203e-66	-1.925600698868e-17	2.99049658551994e-20	-3.74806235241433e-144	-6.454400286936e-69	-0.030196329319695	-2.5739576114287e-17	0.0201484704056465	-0.110589224657667	2.2967511731248e-172	3.94429509190827e-298	0.65064277152018	-3.86502560106495e-91	5.702765335229e-271	6.70833333333333e-306	2.77586206896552e-306	3.8087318823904e-226	1.61e-305
"RCOR1"	4.47569658380886e-157	4.49435356689915e-184	0.387351341625865	1	1.66632990108992e-103	0.817977621756983	-1.06064282467821e-95	1.02324522073457e-11	0.00790760048718967	6.58823277144755e-11	1.33418648622109e-54	-1.54383508690656e-36	4.18074995757233e-07	1.0010136036436e-21	9.047101580825e-51	-8.26896237925254e-114	8.56536417241262e-94	6.52971729545882e-36	-2.07627258542738e-11	1	9.63545991879693e-19	0.00667395187175949	0.00306944016230793	-2.5048137172905e-46	-9.37365602434763e-23	-0.292759901984974	-1.23422666427561e-05	0.06764599788394	0.824315583087077	6.92243355833228e-17	6.3720710127409e-13	0.795672207990333	-0.00613771952655098	1.39617167556628e-29	2.04774258189789e-79	2.77586206896552e-306	8.99758509960333e-26	2.72669180375152e-29
