alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
GATA1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.507551688032	-1.0	-1.0	0.139700771957	-1.0	-0.379430841524	0.0103324669875	-1.0	0.606441863827	-1.0	0.202621718902	-1.0	-1.0	-1.0	-1.0	0.165395881965	-1.0	-1.0	-1.0	0.226586639919	0.32647496253	-1.0	0.336810385101	-1.0	-1.0	-1.0	-1.0	0.283639486221	-1.0	-1.0	0.249889664041	-1.0
ZNF143	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0335612946252	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0418481571379	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.152637602453	-1.0	0.283792740768	-1.0	-1.0	0.303762055949	-1.0	0.313555684318	-1.0	0.252861236611	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
NFIC	-1.0	-1.0	-1.0	-1.0	-1.0	0.290687556986	-1.0	0.0674432620387	0.245960472262	0.182202695826	-1.0	1.0	-1.0	-1.0	0.33602277879	-1.0	0.261155223451	-1.0	-1.0	-1.0	-1.0	-1.0	0.410405386012	0.385566695054	-1.0	-1.0	-1.0	-1.0	0.422468702922	0.21468797284	-1.0	-1.0	0.0150921355862	-1.0	-1.0	-1.0	-1.0	-1.0
BCLAF1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.327584934552	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.05473208911	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0795751653536	-1.0	-1.0	-1.0	-1.0
SREBP1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0742574257426	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SP1	0.212828597846	-1.0	-1.0	-1.0	-1.0	0.335444924585	-1.0	0.0915042840016	0.0403039857396	-1.0	-1.0	0.278541169635	-1.0	-1.0	0.645672589789	-1.0	-1.0	-1.0	0.302396110251	-1.0	0.46665489377	0.249889664041	-1.0	0.106336990864	-1.0	-1.0	-1.0	-1.0	0.479613406582	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
E2F6	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.129227080741	-1.0	-1.0	-1.0	0.484359189637	-1.0	-1.0	-1.0	0.0545984237967	-1.0	-1.0	0.0896527586651	-1.0	-1.0	0.0722580358191	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
RFX5	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	0.0998559033376	-1.0	-1.0	0.548573487316	-1.0	-1.0	0.371519745682	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SP4	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.143085869925	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0295005336965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
PBX3	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0272277227723	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
MEF2A	-1.0	-1.0	-1.0	-1.0	-1.0	0.13878427577	-1.0	-1.0	-1.0	0.0837826733434	-1.0	0.21084791673	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0997961571833	-1.0	-1.0	0.00280386921957	-1.0	-1.0	-1.0	-1.0	-1.0
CHD1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.21084791673	-1.0	-1.0	0.418538218574	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.205323437745	-1.0	-1.0	-1.0	-1.0	-1.0	0.0837826733434	0.176315986257	-1.0	0.153969148067	-1.0	-1.0
SETDB1	0.0605145788418	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.484359189637	-1.0	-1.0	0.320767639008	-1.0	-1.0	-1.0	-1.0	-1.0	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.112438839318	-1.0
FOSL1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.209359278602	-1.0	-1.0	-1.0	-1.0	0.411114756347	-1.0	-1.0	0.265990835702	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.127336375412	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
THAP1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.123762376238	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
USF1	0.171758285811	0.328685346026	-1.0	-1.0	-1.0	0.275148495735	0.588182656073	0.341480415669	0.232409055846	-1.0	-1.0	0.707594626334	-1.0	-1.0	0.30765046963	-1.0	-1.0	0.424872002174	0.246910144212	-1.0	-1.0	-1.0	-1.0	0.366390623119	-1.0	-1.0	-1.0	-1.0	0.402111855637	-1.0	-1.0	-1.0	-1.0	0.341480415669	-1.0	-1.0	-1.0	-1.0
NANOG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SP2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0321782178218	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SIX5	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0838837647402	-1.0	-1.0	0.484359189637	-1.0	-1.0	0.0468836224784	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0722580358191	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
JUN	-1.0	0.310447819851	-1.0	-1.0	-1.0	-1.0	0.562856990538	0.322714313525	0.21863178249	-1.0	-1.0	0.688213128664	-1.0	0.161193978232	0.279080004659	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.071473755667	-1.0	-1.0	0.259289453814	-1.0	-1.0	0.38106494573	-1.0	-1.0	-1.0	-1.0	0.322714313525	-1.0	-1.0	-1.0	-1.0
ZBTB33	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	0.0998559033376	-1.0	-1.0	0.027835667075	-1.0	-1.0	0.371519745682	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
STAT5A	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.198939017846	-1.0	-1.0	-1.0	0.0647531474312	0.104291557147	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.157062262426	-1.0	-1.0	0.23898398123	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.174037295616	-1.0	-1.0
RDBP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GABPA	-1.0	0.211956258805	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.146234380392	-1.0	-1.0	0.0886152930833	-1.0	-1.0	0.502436402579	-1.0	-1.0	-1.0	0.155911824443	-1.0	-1.0	0.126583121719	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.126583121719	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
ZNF274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GTF2B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.123762376238	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
BRF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PML	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.115570600831	0.128769396759	0.11771317083	-1.0	-1.0	-1.0	-1.0	0.171758285811	-1.0	-1.0	0.139700771957	-1.0	-1.0	-1.0	0.192528419364	0.280313627781	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.212828597846	-1.0
NR2F2	-1.0	0.190712460904	-1.0	-1.0	-1.0	-1.0	-1.0	0.198939017846	-1.0	-1.0	-1.0	-0.605354389427	0.104291557147	-1.0	0.113651891234	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.157062262426	-1.0	-1.0	0.0266074178528	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
E2F1	-1.0	-1.0	-1.0	0.193653909844	-1.0	-1.0	-1.0	-1.0	-1.0	0.106530828254	-1.0	0.308383567471	-1.0	-1.0	0.502436402579	-1.0	-1.0	-1.0	0.155911824443	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.256106841652	-1.0	-1.0	0.126583121719	-1.0	-1.0	-1.0	-1.0	-1.0	0.193653909844	-1.0	-1.0
EZH2	-1.0	-1.0	0.298044861607	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.136458438182	0.017028856127	-1.0	-1.0	0.502436402579	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.026814393775	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
USF2	0.139700771957	-1.0	-1.0	-1.0	-1.0	0.226586639919	-1.0	0.283639486221	-1.0	0.139700771957	-1.0	-0.379430841524	-1.0	-1.0	0.221961730795	-1.0	-1.0	0.357046388518	-1.0	-1.0	-1.0	0.165395881965	-1.0	0.305359835149	-1.0	-1.0	-1.0	0.202621718902	0.336810385101	-1.0	-1.0	-1.0	0.139700771957	-1.0	-1.0	-1.0	-1.0	-1.0
GTF2F1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.297295605127	0.153083873049	-1.0	-1.0	-1.0	0.548573487316	-1.0	-1.0	0.371519745682	-1.0	-1.0	-1.0	0.106657999786	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
GTF3C2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SUZ12	-1.0	-1.0	0.145111282274	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0629339959781	-1.0	-1.0	-1.0	0.265990835702	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.113824387688	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
CHD2	-1.0	-1.0	-1.0	-1.0	-1.0	0.17497468935	0.411541430955	-1.0	-1.0	-1.0	-1.0	0.308383567471	-1.0	-1.0	0.502436402579	-1.0	-1.0	-1.0	0.155911824443	-1.0	-1.0	0.126583121719	-1.0	0.238717711259	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.220968194855	-1.0	-1.0	-1.0	-1.0
TBP	-1.0	-1.0	-1.0	-1.0	-1.0	0.209730194891	0.477388409269	-1.0	0.175909873351	-1.0	-1.0	0.635108664496	-1.0	-1.0	0.193785623485	-1.0	-1.0	-1.0	0.187326739085	-1.0	-1.0	0.152637602453	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.128769396759	0.263304090991	-1.0	-1.0	-1.0	-1.0
KAP1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.507551688032	0.283639486221	-1.0	-1.0	-1.0	0.651382476768	-1.0	0.139700771957	0.221961730795	-1.0	-1.0	-1.0	-1.0	-1.0	0.32647496253	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.057753975714	-1.0	0.27254745246	-1.0	-1.0	-1.0	0.283639486221	-1.0	-1.0	-1.0
IRF4	-1.0	-1.0	-1.0	-1.0	-1.0	0.120133744162	-1.0	0.153083873049	-1.0	0.0722142727542	-1.0	0.163287701242	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	-1.0	-1.0	-1.0	-1.0
HDAC8	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0330855406746	-1.0	-1.0	-1.0	-1.0	-1.0	0.0439496572643	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0760531315476	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
CREB1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.129227080741	0.0838837647402	-1.0	-1.0	0.484359189637	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0896527586651	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.156642243402	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
TAL1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411114756347	-1.0	0.0486822687517	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.122849672972	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.104729632884	-1.0	-1.0	-1.0	-1.0
NRF1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.076995469168	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0723457768907	-1.0	-1.0	0.058201339392	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
MYC	-1.0	0.610120917957	-0.392758892106	-1.0	0.440155768334	0.532586059308	-0.254592944243	1.0	-1.0	-1.0	-1.0	0.426301739285	0.387510047389	0.359414178003	0.321009724038	0.33006796888	0.488394806022	-0.631480296189	0.488394806022	-1.0	-0.622403964387	0.0916397440581	0.0977715593979	0.279028824989	-1.0	0.532586059308	-1.0	-1.0	0.106813085183	-1.0	-1.0	-1.0	0.359414178003	0.246002588476	-0.618542702448	-1.0	0.573060012052	-1.0
TCF12	-1.0	-1.0	-1.0	-1.0	-1.0	0.24310426193	-1.0	-1.0	0.20462518192	-1.0	-1.0	0.0653372210089	-1.0	-1.0	0.0652232846029	-1.0	-1.0	-1.0	0.217647691536	-1.0	-1.0	-1.0	-1.0	0.326303759717	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.291739039769	-1.0	0.150508551203	-1.0	-1.0	-1.0	-1.0	-1.0
ZNF263	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.322714313525	-1.0	-1.0	-1.0	0.399944663571	-1.0	-1.0	-1.0	0.146234380392	-1.0	-1.0	0.232409055846	-1.0	0.071473755667	0.190385735049	-1.0	-1.0	-1.0	-1.0	0.36978227547	-1.0	0.38106494573	-1.0	-1.0	-1.0	-1.0	0.052851452679	-1.0	-1.0	-1.0	-1.0
GRp20	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
RXRA	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411541430955	0.220968194855	0.00937118946212	0.106530828254	-1.0	-1.0	-1.0	-1.0	0.502436402579	0.0963520655381	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.264668271864	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
IRF3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MEF2C	-1.0	-1.0	-1.0	-1.0	-1.0	0.120133744162	-1.0	-1.0	-1.0	-1.0	-1.0	0.027835667075	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.00201610928033	-1.0	-1.0	-1.0	-1.0	-1.0
YY1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.612071177914	0.359749559244	0.245960472262	-1.0	-1.0	1.0	-1.0	-1.0	0.109044305505	-1.0	-1.0	0.445904425802	0.261155223451	-1.0	-1.0	-1.0	0.410405386012	0.385566695054	-1.0	-1.0	0.410405386012	-1.0	-1.0	-1.0	0.346462909372	-1.0	-1.0	-1.0	0.359749559244	-1.0	-1.0	0.261155223451
MAX	-1.0	0.610120917957	-0.392758892106	-1.0	0.440155768334	0.532586059308	1.0	0.246002588476	0.464802998658	-1.0	-1.0	-0.608284648487	0.387510047389	-1.0	0.0385816422394	0.33006796888	-1.0	-1.0	0.488394806022	-1.0	-0.622403964387	0.414407347692	0.312028321928	-1.0	-1.0	-1.0	-1.0	-1.0	0.106813085183	-1.0	-1.0	-1.0	0.0659520867749	0.246002588476	1.0	0.573060012052	-1.0	-1.0
CTCF	0.0659520867749	0.610120917957	-0.392758892106	-1.0	0.440155768334	-1.0	-0.715053549718	0.246002588476	0.464802998658	-1.0	0.440155768334	0.184079167849	-1.0	0.359414178003	0.739243322359	0.33006796888	-1.0	-0.631480296189	-1.0	-1.0	-1.0	0.0916397440581	-0.622403964387	0.080722355024	-1.0	-1.0	0.0977715593979	-1.0	0.328445540868	-1.0	-1.0	0.414407347692	-1.0	1.0	-0.618542702448	-1.0	-1.0	0.488394806022
MAFK	-1.0	0.363791544351	-1.0	0.335444924585	-1.0	0.305912697808	1.0	-1.0	-1.0	0.192528419364	-1.0	-1.0	-1.0	-1.0	0.364070287105	-1.0	-1.0	-1.0	-1.0	-1.0	0.429760764754	-1.0	-1.0	0.404185886113	-1.0	-1.0	0.429760764754	-1.0	0.0165655055223	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.335444924585	-1.0	0.275148495735
ATF1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.06575508852	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0465052081416	-1.0
KDM5B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411114756347	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0723457768907	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.100156093333	-1.0	-1.0	-1.0	-1.0	0.090956467276	-1.0	-1.0
STAT3	-1.0	0.413190489508	0.547049642364	-1.0	-1.0	-1.0	-1.0	0.428103056483	0.297975299796	-1.0	-1.0	0.0892849509038	-1.0	0.222805421701	0.180315027522	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.484230271162	-1.0	-1.0	-1.0	-1.0	-1.0	0.49742131282	-1.0	0.413190489508	-1.0	0.222805421701	0.428103056483	0.428103056483	-1.0	-1.0	-1.0
PRDM1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0246144502926	0.143085869925	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
BHLHE40	0.192528419364	-1.0	-1.0	-1.0	-1.0	0.305912697808	-0.616969269104	-1.0	0.259289453814	-1.0	-1.0	-1.0	-1.0	-1.0	0.364070287105	-1.0	-1.0	-1.0	0.275148495735	-1.0	-1.0	-1.0	-1.0	0.404185886113	-1.0	-1.0	-1.0	-1.0	0.107451631789	0.226586639919	0.363791544351	-1.0	0.0169911192253	0.37753429371	-1.0	-1.0	0.335444924585	-1.0
MAZ	-1.0	0.363791544351	-1.0	-1.0	-1.0	0.305912697808	1.0	0.37753429371	0.259289453814	-1.0	-1.0	0.456210813601	0.209730194891	-1.0	-1.0	-1.0	-1.0	-1.0	0.275148495735	-1.0	-1.0	0.226586639919	-1.0	-1.0	-1.0	-1.0	0.429760764754	-1.0	0.442157269868	-1.0	-1.0	-1.0	0.0169911192253	-1.0	-1.0	-1.0	0.335444924585	-1.0
ARID3A	-1.0	-1.0	-1.0	-1.0	-1.0	0.209730194891	0.477388409269	-1.0	0.175909873351	-1.0	-1.0	-1.0	-1.0	0.128769396759	-1.0	0.116607548236	-1.0	-1.0	-1.0	-1.0	-1.0	0.152637602453	-1.0	0.283792740768	-1.0	-1.0	0.303762055949	-1.0	0.0491277183551	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
CBX3	0.0605145788418	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.129227080741	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.320767639008	-1.0	-1.0	0.167412989891	0.0896527586651	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SAP30	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0605145788418	-1.0	0.484359189637	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0896527586651	-1.0	-1.0	0.0722580358191	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.129227080741	-1.0	-1.0	-1.0	-1.0
NFATC1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.153083873049	-1.0	-1.0	-1.0	0.163287701242	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	0.178697676638	-1.0	-1.0	-1.0	-1.0	-1.0	0.0722142727542	-1.0	-1.0	-1.0	-1.0	-1.0
BATF	-1.0	-1.0	-1.0	-1.0	-1.0	0.101103557967	-1.0	-1.0	-1.0	-1.0	-1.0	0.118137023186	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	0.0605145788418	-1.0	-1.0	-1.0	-1.0	-1.0
CTCFL	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
