Bone_mineral_density	Red_blood_cell_traits	Vitiligo	HDL_cholesterol	Platelet_counts	Primary_biliary_cirrhosis	Type_1_diabetes	Renal_function_related_traits_BUN	Alopecia_areata	Ankylosing_spondylitis	Multiple_sclerosis	Rheumatoid_arthritis	Kawasaki_disease	Liver_enzyme_levels_gamma_glutamyl_transferase	C_reactive_protein	LDL_cholesterol	Ulcerative_colitis	Restless_legs_syndrome	Urate_levels	Celiac_disease	Crohns_disease	Behcets_disease	Systemic_lupus_erythematosus	Atopic_dermatitis	Triglycerides	Psoriasis	Primary_sclerosing_cholangitis	Migraine	Allergy	Chronic_kidney_disease	Fasting_glucose_related_traits	Autoimmune_thyroiditis	Alzheimers_combined	Type_2_diabetes	Systemic_sclerosis	Asthma	Creatinine_levels	Progressive_supranuclear_palsy	Juvenile_idiopathic_arthritis
E048-H3K4me3	0.782178285987172	1	1	0.659826563237873	1	1	1	0.977244187736108	1	1.13253858844627	1.33778159061537	1	1.18184588691359	0.840586308740244	0.865928532476072	1	1	1	0.768979848021779	1.41759493147723	1.09205926647457	1.08459734300182	1.70111298162523	1	1	1	1	1	1.07968857562557	0.660406091538241	1	1.03113101365432	0.697570713017552	0.753728392869192	1	0.996178810638267	1	1	1.00926358487301
E116-H2AZ	1	1	1	0.849970407454454	0.776853166210513	2.05320861176876	1	0.851464786541511	1	1.16695410052485	1.28244736789767	1.39058184492731	1.32812420746174	1	1	0.781353868299844	1.15887866947713	1	1	1.37729940094959	1	1	1.72081229745999	1	0.760587435783501	1.07165907514172	1	1	1	1	0.912274189879933	1	0.546290594067801	0.452985470915747	1	1	1	1	1
E036-H3K4me1	0.749777968848443	1	1	1	1.01566018859045	1.38501511532183	0.852557428645072	1	1	1.17355069198237	1.38566792725538	1	0.915469990616681	0.981770817957551	1	1	1.52361529024517	0.917403439642081	1	1.09101514548172	1	1	1.25447454967245	1	1	1	1	1	1	0.826110617832492	0.746714249308376	1	1	0.72596435357354	1.42501121548181	1	1	0.933794628384243	1
E030-H3K4me3	0.911423214961012	1	1	1	1	1	1	1	1.23617469269147	1.64838667537001	1.28945800125759	1	1	0.920054743016003	1.14309038013424	0.996321697028119	1.04208861649594	0.665494693803908	1	1.11967334655974	1	1	1.19542347301872	1	0.761140961855294	1.07175073484444	1	1	1	1	0.913224302306611	1	0.765328721348342	1	1.25653039478762	1	1	0.828864742698675	1
E123-H3K9me1	1	1	1	1	1.29914093689162	1	1	0.868831016184424	1	1	1	1	1	1	1	1	1	1	1	1	0.94494592399722	1	1	1.33103062523125	1	1	1	1	1.07513306592789	1	1	1	1	1	1	1	1	1	1
E044-H3K36me3	0.795891588871293	1	1.06313616559381	1	1	1.41806132232606	1	0.827134440012192	1.34582025814309	1.38923503528359	1.04441766587087	0.880507481852007	1	0.875440628923531	0.638752019918525	1	0.979656230496655	1	0.569218472959511	1.06454265070525	1	1	1	1	1.1255188750319	1	1	1	1	0.868096192017775	0.801557033662662	1	1	1	2.24647200233202	1	0.935313680004236	1	1
E037-H3K27me3	1.46578334168173	1	0.601110815601901	1	1	0.85678230976975	0.844047403588067	1.20351965513018	1	0.721386321395491	0.953091245159958	1	1	1.02132891023589	1	1	1	1.86467273381222	1.19550838051257	0.628567598814154	1	1	0.904566749602459	1	0.959588551991196	0.768072731889274	1	1	1	1.08173241708322	1	1	1	1.21163557105301	0.492797462332258	1	1.63056032409748	1	1
E051-H3K9me3	1	1	1	1	0.943730192409777	0.976339970854378	1	1.07953492435986	1	1	1	1	1	0.584277968867941	1	1	1	1	1	1	1	1	1	1	1	1.02574773446202	1	1	1.18850957611734	1	1	1	1.106058498501	1.06643025556725	1	1	1	1	1
E037-H3K9me3	1	1	1	1	1	1	0.763680288183835	1	1	1	1	1	1	1	1	0.935579547717297	0.807026294000813	1.71416534432613	1	1	1	1	1	0.722565074597798	0.699620885599686	1.02084766343347	0.75140959828856	1	1	0.846628791409424	1	1	1.12257396172194	1.25326708436352	1	1	1	1	0.99727244903189
E045-H3K9me3	1	1	0.971736548889663	1	0.610443080476448	1	0.938299579653293	1.33451130145117	1	1	1	1	1	1	1	0.719883216152288	1	1	1	1	1	1	1	1	0.889455869551564	1.05880767040579	1	1	1.22332208572036	1	1.08683242202521	1	1.30148571117536	1	1	1	1	1	1
E050-H3K27ac	0.657168006340672	1.21758328126363	1	1	1.64209193427771	1.74334450091231	1	0.947327277871761	1	1.29430672739805	1	0.902616081404151	1.0934866291536	0.866478563453999	1	1	1	1	0.973746061302173	1.01581394616414	1.04884174186102	1	1.11463797360623	1	1	1	1	1	1	1	1	1	1	0.848827399946602	1	1	1	1	1
E039-H3K4me3	0.795608556132787	0.859664578362165	1	0.716209463594521	0.984364789655208	1.05850173303845	1	1	1.39808991029952	1.25031544139519	1.6226442683921	1	1	0.87095045841847	0.812764389734413	0.919985502965899	1.26526251118989	1	0.853695286947144	1.59762040452306	1.31426775000063	1	1.21124120250568	1	1	1	1	1	1	0.788401420770739	1	1	0.679280256866859	0.698163126067196	1.15125160730327	0.498236772348983	1	1	1
E033-H3K36me3	0.839557866519332	1.13072812144625	1	1	1.20590265507332	1.56561086208787	1	0.913465589038108	1	1.34305824810926	1	0.632881077072516	1	0.734941738742818	0.73486461172801	1	1	1	0.849649224661719	1	1	1	1	0.579694834526354	1	1	1	1	1	0.874041131159508	1	1	1	1	1	1	1	1	1
E035-H3K4me1	0.788291122690223	1.11968530351959	1	0.850705598584608	1	1.64143530240048	1	1.11143817560702	1	1.4244120554362	1.22859403651352	1	1	1	1	1	1.29208292530199	1	1	1.04716239092319	1	1	1.36406986846868	1	0.737748249137512	1	1.09054109958432	1	1	0.981066690782642	0.550044871119487	1	1	0.759140404359649	1.14058130097611	0.790124924429978	1	1	1
E031-H3K36me3	0.70677717204695	1.13732332804495	1	1	1.02484687620135	1.50385503429835	1	0.565031959844915	1	1.13506819624504	1.13724708582985	1	1.18442656763005	1	0.661034873505574	1	0.873472175459134	0.856876195366057	0.542360035174016	1	1.03923296638186	1	1.47656704236232	0.573452077351934	1.04700526308922	1	1	1	1	1	1	1	1	1	1	0.649718743916595	0.835389288406089	1	0.860255386920984
E116-H3K9ac	0.893877701905536	0.769740939286614	1	1	1	1.64063640675026	1	1	1.25231162400336	1	1.24504187703839	1.42569654603085	1.43493944964719	1	1	0.810233270317082	1	1	1	1	1	1	2.7244939014233	1	0.646266404813662	1.88035515835134	1	1	1	0.746089172721063	0.895604265932938	1	0.807847093050959	0.720697082292362	1	1	1	1	1
E062-H3K4me1	0.644447293488808	0.821036179559396	1	1	1	1.4129465350358	1	1	1	1.15535314697908	1.40141118499881	1.1082991300485	1	1	1	0.950043092962423	1.18931403202589	0.528854860061588	1	1.37089003302769	1	1	1.13432137622777	1	1	1	1	1.07057009013974	1	0.802971648393507	1	1	0.770970479506892	0.843403054645678	1.22102136104528	0.820706200055627	1	1	1
E032-H3K9me3	1	1	1	1	0.84401153875913	1	1.12431234940454	1.07852837830792	1	1	1	1	1	1	1	1	1	1	0.625102634886185	1	1	1	1	1	0.80262630455297	1.61498640068239	1	1	1.26708593160208	0.788793080577958	1	1	1.1424264272773	1.01293612226254	1	0.866168708276281	1	0.897938941298569	1
E116-H3K4me2	0.80208822008912	0.93769769930993	1	0.684143809327389	1	2.27424858465382	1	1	1.42053919150139	1	1.46861543843634	1.32120705189843	1.42337031834386	1	0.970500619426144	0.724108518702773	1.15951030392983	1	0.932292566118889	1.30602827241391	1	1	2.02940221212553	1	0.620879938637746	1.37945254249628	1	1	1.04644833256298	0.723832498249084	0.950335091513907	1	0.832248401390507	0.607583780909	1.00766660719957	1	1	1	1
E116-H3K27ac	0.625822143697167	0.892887637931301	1	0.879517739343049	1	2.88078652361821	1	1	1	1	1.48313989752135	1.48023865445254	1.29979132033159	1	1	0.705078517357225	1.10276962814357	1	0.734166344669677	1.4279099406865	1	1	2.50668343060161	1	0.707210841752234	1.35786843716654	1	1	1.09896855937859	0.493367032343123	0.667650569269685	1	0.996854463494398	0.585339374232458	1.55201769867616	1	0.376490854370075	1	1
E034-H3K27me3	1	1	0.577206282160184	1.06236784051668	1.00180887271542	0.724264606247041	1.02119862509482	1	1	1	1	1.04489155964272	1	1.62923746212161	1.27239230548146	1.03111375559915	1.45865194948001	0.254933373495645	1.39695239321063	0.925140964871097	1	0.969079201374643	0.989270267503806	1.22508167741014	0.929491048040779	1	1	1	0.77543443522788	1.3047713223178	1	1	1	1	1	0.948384117752077	1.71352454854147	1	1
E047-H3K9ac	0.909690545637069	1	1	1	1	1	1	1	1	1	1.12710245010309	1	1	0.912554197930102	1	1	1	1	0.876256022564391	1.09060822294598	1	1.06961306404542	1	1	1	1	1	1	1	0.9348580948677	1	1.0337297115358	1	1	1	1	1	1	1.15454331994706
E124-H3K79me2	0.64598932815031	1	1	1	1.11210185868996	1.90346323336837	0.630715557050071	0.808254614262482	1	1.34145019486002	1.16339122458174	1	1	0.679485916020421	1	1	1	1	1	1	1	1	1.55896088153817	0.894605719254167	1	1	1	1.06637723786724	0.959301831970018	1	1	1	1	1.11089310627374	1.23544996758735	0.552880598346402	0.900206295653423	0.835734764397385	1
E046-H3K36me3	0.729699452459093	1.08345982234988	1	1	1	1.84329995978235	1	0.649276874190565	1	1.34312666290967	1	1	1	0.750748179543644	0.512196837078145	0.971066610512294	0.883698884520489	0.831627637361026	0.53847383509272	1.16055548588874	1	1	1.26283588158906	1	1.00080975913646	1	1	1	1	1	1	1	0.768616647242969	1	3.52460148457119	1	1	1	1
E036-H3K27me3	1.1291025354435	0.95722780721233	0.339065596509616	1	0.846918740954822	0.647811013738973	1.72668351311887	1	1	0.604699428575348	1	1.09237844794315	1.71319992452579	1.37086669455401	1	1.17139563078374	1	1	1	0.907012745561293	0.78739663711467	1	0.438939438223508	1.09023998903788	1	1	1	1	1	1.04833943568517	1	1	1.31107283831977	1	0.646548200277311	1.14457661985917	2.54409474605631	1.82067603160095	1
E040-H3K27me3	1.18062484897694	1.00618019941519	0.49056972254207	1	1	0.547097810916999	0.853583778612805	1	1	0.724930423548824	0.891976123497089	1	1	1.11328312067087	1	1	1	1	1.28157679220899	0.654799154022678	0.928611957452962	1	1	1	0.875552058846838	0.651372824567735	0.530345291692031	1	1	1.42128830486411	1.08053354345097	1	1	1.26452949509004	0.846639303201813	1	2.15651672641556	1	0.9628878724132
E116-H3K4me1	0.873507130209815	0.927246967054498	1	0.875901464565288	1	2.3187062043194	1	0.781283678486537	1	1.00348746269147	1.45240677666376	1.06744543950875	1	1	1	0.708962279764641	1.17942496419371	1	0.993682617474186	1.18711235669322	1	1	2.21991641165794	1	0.639197129286757	1.12125555001045	1	1	1	0.712500513345556	1	1	0.954398098825174	0.684525969153205	1.19444175220096	1	1	1	1
E048-H3K4me1	0.483193631173608	1	1	0.837137017286621	1	1.42846982761024	1	1	1.32777062652001	1.02422713446326	1.90888606676264	1	1	0.674026786729681	1	0.653439369205716	1.00859617742556	0.928892298510686	0.730437650136146	1.85581575303451	1.36650885144323	1.03894988650098	1.28900344753891	1	1	1	1	1	1.1579781515685	0.840231241184161	0.859568663574688	1.05138963232147	0.746690187592635	0.741948098808126	1.30573529607418	0.882188332886874	1	1	1.11855917889512
E123-H4K20me1	1	1	0.791035399257412	1	1	1	1	0.667682286936275	1	1	0.991157282498405	1	1	1	1	1	1.12692109793902	1	1.36361903444983	1	1	0.969759699600414	1	1	1.04852029343159	1	1.10119933705957	1.02252717756336	1	1	1.01915686651592	0.979344027728545	1	1.05751141438215	1.11834540890779	1	1	1	0.98565996420361
E037-H3K27ac	0.625699709471837	1.04008167157921	1	1	1.285886166798	1.46241803542357	1	0.905409993399209	1.56627445043169	1.49245926382344	1.24406839917825	1	1	0.817601401330478	1	0.876653043901328	1	1	0.667549449199923	1.59728195170564	1	1	1	1	0.977861317938794	1	1	1	1.07621413351201	0.900456537459343	0.705246645932261	1	0.832053050699616	0.912534926951676	1.39519757058969	1	0.906405272610828	1	1
E123-H3K4me3	0.944630287475723	1.30564126962067	1	1	1.26576990199944	1	0.849582954336873	1	1.21051260570744	1.07963381935369	1	1	1	1.25933469618451	1	1	1	0.925632862003002	1	1	1	1	1.27147602707058	1	1	1	1	1	0.848219339068077	1	1	1	1	0.968518717595674	1	0.994852171895458	1	1	1
E033-H3K9me3	1	0.775467929642348	1	0.568648585928071	1	1	1	1	1	1.74165830052588	1	0.99329426284494	1	0.857754282798062	1	1	1	1	0.502908158792301	1	1	1	1	1	1	1.62331989485896	1	1	1	1	1	1	1	1	1	1	1	1	1
E043-H3K4me3	0.665970853098582	1	1	0.737066428308263	1	1.32249682389733	1	0.917260519316257	1.64210789147967	1	1.56755548937636	1	1	1	1	0.981888312479773	1.12110353348243	1	1	1.26448972198388	1.11707728439179	1	1.29669798499384	1	0.888241418435535	1	1	1	1	1	1	1.76071480064248	1	0.59100791100451	1.53416082094884	0.719100159169672	1	0.923693323806995	1.04407356551805
E038-H3K4me1	0.570689237390404	0.870843039009009	1	0.792638908155021	0.970983808383432	1.4429103183603	1	1	1	1.03009232511423	1.78038747414789	1	1	0.632280122697058	0.861443173128166	0.508753095036745	1	0.628905990618036	0.972587472377419	1.8393398478781	1.46106386023088	1	1.69513079365133	1	0.906388060895058	1	1	1	1.31906764946834	0.554442139050544	0.779378124372019	1.02374668410495	0.645444049494094	0.6699666995742	1.64372045159672	0.868091188168234	1	0.9266441563877	1.14032751974186
E040-H3K9me3	1.10797701553065	0.724137834729455	1	1	1	1	0.865181952643967	1.39760014837588	1	1	1	0.878386050699433	1	0.958789770529596	1	0.913879951927381	1	1.46032047185974	0.586976712762638	1	1	0.775874238164212	1.09502712953183	0.788627278036469	1	1.17346710459675	1	1	1.22577902236103	0.95657791976006	1	1	1	1.18515522743382	1	1	1	1	1
E045-H3K4me3	0.602734964829537	1	1	0.6251027113205	0.794607696340669	1	1.14686503351989	1	1.43821365391951	1	1.26839814734379	1	1	0.86732682853446	0.930914182920019	0.813966020492675	1.01836705704495	1	0.671221862309545	1.46976642705594	1.23661467577244	1	1	1	1	1	1	1	1	0.770553607467585	1	1.00067076147893	0.964445850916809	0.668744832708968	1.04862196972883	1	1	1	1
E033-H3K4me1	0.633199085619581	0.985949136573801	1	0.503246839480437	0.998859149031251	1.335598922582	1.04490899507844	1	1	1	1.54677705035253	1.14271844543194	1	0.779838159419135	0.994160641815943	0.663071481426747	1.12597523842758	0.949736562917939	0.839308662126763	1.83451337665888	1.21065182231951	1	1.53188066554331	1	0.907428800532565	1	1	1	1.03350862142442	0.531970184187479	0.695599834184774	1.24826874373843	0.5690586389544	0.685615634717761	1.30784418507933	0.624521285203797	1	1	1
E123-H3K36me3	0.886216677188712	1.60942042047759	0.7938300493275	1.23668564918898	1.49604252954112	1.4707733246683	0.719393829203001	0.997712081226392	1	1.20936488347495	1	0.316018734993579	1	1	0.888150698241923	1.27524451680786	0.813659221653223	0.898409664313412	0.584759439540624	1	1	1	1.07796727797727	1	1.55426282451625	1	1	1	1	1	1	0.684276737196556	1	1	1.10202417302937	0.763320981351953	0.876528196630916	1.09110034519233	0.999050277030955
E050-H3K4me1	0.8696314225788	1.45033663691587	0.958690091614199	0.95288438749164	1.36437390881777	1.50819841758798	0.819880252325489	1.14024221323124	1	1.04344610387509	1.11184337604099	1	0.948656145573094	1	1	1	1.3695645407926	0.854353610807264	0.87043552226476	1	1	1	1.4505479838348	1	0.808152116459412	1	1	1	1	1	0.737700619799359	1	1	0.681819892064592	1.45911351680418	0.692417727489239	1	0.73343695666944	1
E044-H3K9me3	1.08139274146248	1	1	1	0.877374594345228	0.504985128845271	0.645995131564389	1	0.858942276038747	1	0.915578603184187	1	1	1	1	0.910747536658501	0.965188644996198	1	0.574423853387975	1	1	1	1	1	0.790550878255456	1.71628832131638	1	1	1	1	1.33505900332028	1	1.80807287893845	1.1383202682701	1	1	1.19332753269434	0.75916859795506	1
E036-H3K4me3	0.678371801144609	1	1	1	1.24350414511258	1.02192097545258	1	1	1	1.55791001725087	1.03340978582417	1	1	1	1	1	1.39792600336976	1	1	1	1.0563177200017	1	1.46643983768279	1	1	1.25428641254272	1	1	1	0.742526672742502	0.910670356518494	1.03112923142876	1	0.601597910784407	1	0.584357880447292	1	0.589459073490783	1
E051-H3K36me3	1	1.08126557155337	1	1	1.21347346509678	1.65717143568518	1	0.641743213030178	1	1.53745490502725	1	0.44157758565941	1	1	0.879575674994798	1	0.888429501869801	1	0.970997410258218	1	1.01418964057103	1	1	0.849712408034709	1.16911681847506	1	1	1	1	1	1	0.881816897298253	1	1	1.24148052405178	0.777088239093122	1	1	1
E035-H3K36me3	1	1.10969032147486	1	1	1.22011318239318	1.59143369006496	0.876242704625787	1	1	1.46083471533676	1	0.561137905867145	1	0.865456750928382	0.715784675928148	1	0.783599827790428	1	0.703963429822126	1	1	1	1.10886203201422	0.611745178222672	1.25920216014167	1	1	1	1	1	1	0.875114949211568	1	1	1	0.725704806644574	1	1	1
E038-H3K4me3	0.807073232959369	0.931093483524956	1	0.687570178904643	0.753071626104346	1.31375251110108	1	1	1	1	1.85770354462877	1	1.0760905842672	0.759448273145946	0.922516289725513	0.819526087196007	1.01040905879022	1	0.944081302214995	1.5577500393039	1.14511100071716	1	1	1	0.55872282301092	1	1	1	1.62697584538644	0.813193460609727	0.73209185949591	1.09812677576418	0.604764724370989	0.633382980794814	1.02520548953984	0.820572352114861	1	1	1
E034-H3K36me3	0.751043134771282	1	1	1	1	1.46441796883141	1	0.861363737087528	1	1.44109776655985	1.32375373354914	0.91244224718912	1	0.89004461461167	0.725575794340453	1	1	0.816161976959637	0.643247744793271	1.27935932513762	1	1	1	1	1.01732471055448	1	1	1	1	0.808602163885284	1	1	0.875761755205243	1	2.905399445088	1	1	1	1
E124-H3K27me3	1	1	1	0.995552434138759	1	0.725781130910359	1.05160284602664	1	1.12489623873453	0.847075965763308	1	1.04514066441302	1	1.1151443608898	1	1	1.04700664074284	1	1.16637970546455	0.885218160543403	1	1	0.311659527029026	2.00613446526454	0.94274380532849	1	1	1	1	1	1.23668318200132	1	1	1	0.378138930908852	1	2.02299184604052	1	1
E038-H3K9ac	0.86841898434772	1	1.18030101505932	1	1	1	1	1	1	1	1.02468343148921	0.981932657073992	1	1	1	1	1.05183783261978	1	1	1	1	1	1.08289037740274	1.03557711569706	1	1	1	1	1	1	1	1	0.970982672716432	1	1	1	1	1	1.03244664267599
E045-H3K27ac	0.736752307551586	1	1	0.588651842067724	0.908250431342969	1.44383649421875	1.12103268004701	1	1.45009276188075	1.54062190416285	1.29772355437556	1.02668982654224	1	0.64400434425302	1	0.593763923902079	1	1	0.56733160678078	1.7022281275274	1.16396871615993	1	1.27491670981518	1.13986799715195	1	1.23677335898605	1.0679687761019	1	1.14384767337361	0.820837943045082	0.989806936934181	1	0.662433654919053	0.597394085660753	1.99956858718436	1	1	0.758904251684688	1
E040-H3K4me1	0.477884527029922	1	1	0.49491011717494	0.78292792285635	1.60118227742626	1	1	1.02966277173855	1.39455194044307	1.71346739808827	1.17606782112829	1	0.710402055634494	0.657050876505475	0.556893039034469	1.05359537962794	0.636358755526633	0.814712941296153	2.53987020394339	1.35508478503126	1	1.31673185493654	1	0.978771627503074	1	1	1	1.55947429511837	0.486571786507297	0.671560986614326	1.03593482661375	0.60807850816099	0.6938503991284	1.51465181222791	0.997921804961862	1	1	1.21966321278906
E115-H3K27me3	1.18644451902636	1	1	1	1	0.613605392766332	1	1	1	1	0.719674695211798	1.23351857845307	1	1.15267773292384	1.54541873647719	1	1.26188176150071	1	1.07702215796595	0.771492456668923	0.854762388058492	1	0.675414745032032	1.16384713508459	1	0.868387741245204	0.880127973888457	1	1	1.98456803805735	1	1	1.28214293133813	1	0.542876303630726	1	1.85021806417129	1	1
E039-H3K4me1	0.753484156694633	0.825957599142227	1.58370320449399	0.601088205898537	0.853134378819845	1.30114679527181	1.09526735072989	1	1.12944895016812	1.21259878146999	1.79421161461507	1	1	0.666015002805339	0.761233923542089	0.504509414829472	1.0115889985238	0.963852913866994	0.780722402870298	1.66246876011579	1.28228242727901	1	1.33637277693026	1	0.79512423331195	1	1	1	1.14803118962029	0.579569144714423	0.715552107277675	1.11700909750553	0.745277322529289	0.736491604109897	1.37481385572115	0.728585693475004	1	0.851013211738657	1.12446648755511
E123-H3K27ac	1	1.70089803766392	1	1.08849764318621	1.73689305125731	1	0.800820664578895	1	1	1	1	1	1	1	1	1.11094898157889	1	0.658569890018168	1	1	1	0.452098069640487	1	1	1	1	1	1	1	1	1	0.629888014220425	1	1	1	1	1	1	1
E051-H3K4me1	0.656954992775645	1.15706377411422	1	0.899912518473248	1.16775991312082	1.63562716953335	0.872456198529757	1	1	1.08051630821799	1.16500432010961	1.00570760286542	0.796110465368987	1	1	1	1.46564239617989	1	0.956645093891808	1	1	1	1.29877815334383	1	0.973093591707235	1	1.14234394598863	1	1	1	0.622042101979049	1	1	0.651826388434275	1	0.843644129236814	1	0.824929238453482	1
E123-H3K9ac	0.876195436774996	1.73653802744106	1	1	1.39935944437206	1	0.817908791691623	1	1.59332783060234	1.16991550353866	1	1	1	1.10713504422761	1	1	1	0.701188362322543	1	1	1	0.481357241101964	1.08209875861367	1	1	1.16976457437443	1	1	0.807167273921754	1	1	1	1	0.860887555368984	1	1	1	1	1
E030-H3K9me3	1.58098977439911	1	0.874861021343651	0.899105740627137	0.871150555807599	0.594216960607471	1	1.43239427735611	1	1	0.810853841432822	1	1.18171962209884	1	1	1	1	2.33623232180876	1	1	1	1	0.981414180354139	1	1	1	1	0.579938438518271	1.33221074661926	1	1	1	1.43040035402255	1	1	1	1.16261600060398	1	1
E039-H3K27me3	1.57028260205435	1	0.694712522129572	1	1	0.369320556407057	0.978627126141768	1.30856843393674	1	0.860114932599821	0.746114423104505	1	1	1.33186198687825	1	1	1	1	1.51633597161453	0.45675548218434	1	1	0.89027934838629	1.00938813566287	1	0.849944914848141	0.676674742212524	1	1	1.45491542159807	1.48869094145569	1	1.14473164926417	1.49445038220338	0.985224845550318	1.2330425503218	2.57328439127702	1	0.841053363842516
E032-H3K36me3	0.734981815242154	1.1028195740742	1.06185051253979	1	1.03330371162262	1.35183215065054	1	0.756575695609976	1	1.332028900735	1.06504122409011	0.927632471019614	1.0376421799385	1	0.918509674888663	0.957751185928163	0.967366796892059	0.851113948053898	0.472025379708662	1	1.08750690355425	1	1.87785343527242	0.766924011891615	1.02223924781054	0.997486900579111	1	1	1	0.890509586139955	0.800591699566055	1	1	1	1	0.931263247998657	0.934201390810856	1	1
E043-H3K27ac	0.711304922293772	1	1	1	1	1.00516501605827	1	0.733106825717294	1.72437884717031	1.30573950950769	1.32464601294088	1.0347680006168	1	0.75187433932243	1	0.915341348430971	1	0.573788774022372	0.754112677284872	1.37369348152611	1.40522694326006	1	1.09582413670021	1	0.843367019335642	1.05899229747307	1.01014874710919	1	1	0.76859053836135	1	1.31332876822826	0.859091984152161	0.716022294078143	1.49926292324722	1	0.395180611453431	1	1
E047-H3K27me3	1.59715306915121	1	0.704840986335549	1	1	0.485654591288233	0.970411311182732	1	1	0.622645268582382	0.783337973693229	1.24523755220593	1	1.05578053234406	1	1	1.00548708079502	1	1.1339630416664	0.846407167887233	0.851303489556544	1	0.972948848437764	1	1	0.901534776087598	1	1	0.92936573621796	1.43435460856391	1	1	1.48581097493503	1.17077346949765	0.739411531984689	1	3.23673983418656	1	1
E045-H3K27me3	1.17960795874528	1.08591535843971	0.826108403121164	1.00061454169341	1	0.833969452682783	1	1	1	0.653735543657237	0.754363555954904	1	1	1.10608450433032	1	1	1	1.29058564677937	1	0.631553318989279	0.862836583194375	1	1	1	1	0.881734387433776	1	1	0.947393900390957	1.20272206301956	1.35554596702132	1	1.3962972556555	1.28367998613118	0.927604689026756	1	2.48570332645347	1.33110843960003	0.920529032655437
E043-H3K4me1	0.684017529494672	0.92157121569476	1	0.533542325543884	0.846539656372963	1.69810947228289	1	1	1.52449316007863	1	1.92114608845243	1.15391949061104	1	0.798830629403751	0.814373229858406	0.450659755909763	1.09909458486971	0.662528314834541	0.712309756409805	2.07324903514802	1.27160941031744	1	1.27689191124039	1	0.75435778611566	1	1	1	1.40236642860077	0.504832434224262	0.746954579858828	1.20664504705594	0.587798758087459	0.708114845064871	1.49840793882744	1	1	1	1
E123-H3K27me3	1	1	1	1	0.761205683721794	1	1.38290739285996	1	1	1	1	1.50306219233895	1	1	1.43132611542083	1	1.68007350227304	1	1.45847625774261	1	1	1.03877664485961	0.631027684510157	1	1	0.922981771056925	1	0.902420448800231	0.742741590750585	1.09622793151655	1	1	1	1	1	1	2.21617059339663	1	1
E116-H4K20me1	1	1	1	1.09741483668586	1.1735239528069	1	1	1	1	0.73374931037502	0.993527084114053	1	1	1	1	1	1	0.655010921828329	1	1	1	1	1	1	1	1	1.1207156332001	1.80280070560451	1	1	1.02628579793874	1	1.22813622871654	0.983403112120416	1	1	1.82051289310646	1	1
E115-H3K27ac	0.602234097615691	1	1	1	1	1.21985697408284	1	1	1	1	1.30071908089981	1	1	0.760008512843639	1	1	1	1	0.641963251983341	1.7259084865831	1.02833453803947	1	1.72891231014556	1	1	1	1.0311820949622	1	1	0.949263160919956	1	1.24111488616784	0.779811632941394	0.991000470935249	1.48390540407986	1	1	1	1
E115-H3K4me1	0.774175399829952	1	1	1	1	1.39222878819186	1	1	0.897275137480842	1	1.49317861013121	1	1	1	1	0.812610714562736	1	1	0.705313426234343	1.97916159328013	1.06374734842925	1.08999127048116	2.17064281213977	1	1	1	1	1	1	0.794160576291856	1	1.55661893481741	0.913902347429479	0.713668149329096	1	0.824254609911622	1	1	1
E116-H3K36me3	0.917008888802497	1.0654247104677	1	1	1.38523738156986	1.76463297083348	1	0.737595569683663	1	1	1.13408171083858	0.679920981871999	1	1	0.575672788422278	1	0.817674948255533	0.600876963195125	0.51696625639392	1	1	1	1.2039173559887	0.363278414978216	1.29301718205146	1	1	1	1	0.884090486681487	1	0.716546751719652	0.915618792172872	1	1.15632235543072	1	1	1	1
E044-H3K4me1	0.601648991982144	0.972686994115771	1.00037738176232	0.643642541677834	1	1.27823207316027	1.03715551263542	1	1.35590764344796	1	1.75566408661469	1.37730195082319	1	0.599817054041554	0.493818603985168	0.652300388075214	1.02987868629682	0.406924015414663	0.757643382029561	1.8379214428321	1.30936408631769	1	1.4376495074004	1	0.829070792052236	1	1	1	1.23884549806298	0.671946076427945	0.677775891653293	1.43483823932481	0.888183606960684	0.719499590957605	1.37166053818797	1	1	1	1.49236543980019
E047-H3K9me3	1.4565941252969	1	0.841055196340462	0.937475163209333	1	0.987415893635741	0.946161408274366	1	1	1	1	1	1	1	1	0.95740314759327	1	1.88426708537958	1	1	1	0.680010815490046	1	0.921526712400718	1	1	1	1	1	1	1.0023105456064	1	1.5908734208037	1	1	1	0.977691218034962	0.797239803128607	1
E039-H3K27ac	0.504607263786691	1	1	0.889081213751337	1	1.45797093405741	1	0.76434850159114	1	1.15765697161771	1.51094738270734	1	1	0.72966236965129	0.90583673910033	1	1	0.874275254379343	0.591281568912921	1.77764906735642	1.21844710486111	1	1.4428921395027	1	1	1	1.05033060539416	1	1	0.69698395562387	0.873253571271578	1	0.661757782516555	0.536020012470203	1.89661979619349	1	0.85170417764221	1	1.04060393198186
E037-H3K4me3	0.68131888316512	1	1	0.664087552801474	0.710886369415457	1	1	1	1.86055648305468	1.02836369498203	1.37649252261711	1	1	1	1	0.840022186916206	1	1	0.91220389318838	1.36450283548813	1.19085732491049	1	1.09749752264893	1	0.906080942540968	1	1	1	1.08277539187273	0.785776947493186	0.649135859058946	1.06156355462385	1	0.864987304889621	1	1	1	1	1
